                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101385 |   92065786 |   92257580 |   92266586 |   92283366 |   92280146 |   92232581 |   92288282 |   92239077 |   92222514 |   92276361 |   92315289 |   92235406 |   92256303 |   92227440 |   91823898 |   91827686 |   92231507 |   92254326 |   92295797 |   92278508 |   92268394 |   92259468 |   92272180 |   92236140 |   92210062 |   92260227 |   92302668 |   92208770 |   92263140 |   92074533 |  100088794
  Cycles                             |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920 |  141433920
  IPC                                |       0.71 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.71
  Time (ns)                          |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200 |   39287200
  Idle time (ns)                     |         10 |         -0 |         -0 |        -19 |         -6 |         -1 |         -2 |        -14 |         -0 |         -0 |        -34 |        -37 |        -33 |         -4 |         -3 |        -44 |        -16 |        -46 |        -38 |        -28 |        -27 |        -33 |        -36 |        -26 |        -32 |         -0 |         -0 |          5 |         -0 |        -31 |        -37 |        -51
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   12079111 |   11024431 |   11049653 |   11050849 |   11053075 |   11052649 |   11046394 |   11053729 |   11047257 |   11045056 |   11052146 |   11057314 |   11046769 |   11049484 |   11045712 |   10992683 |   10993187 |   11046252 |   11049221 |   11054726 |   11052431 |   11051089 |   11049904 |   11051591 |   11046867 |   11043405 |   11050003 |   11055638 |   11043233 |   11050391 |   11025594 |   12077439
  num incorrect                      |      89877 |      88815 |      88846 |      88846 |      88846 |      88846 |      88840 |      88846 |      88840 |      88840 |      88846 |      88846 |      88840 |      88846 |      88840 |      88793 |      88793 |      88840 |      88846 |      88846 |      88846 |      88846 |      88846 |      88846 |      88840 |      88840 |      88846 |      88846 |      88840 |      88846 |      88815 |      89877
  misprediction rate                 |      0.74% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.80% |      0.74%
