                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100085074 |  100080871 |  100080774 |  100081366 |  100079422 |  100080296 |  100083531 |  100077774 |  100075585 |  100084999 |  100080574 |  100083377 |  100083126 |  100080430 |  100080742 |  100072256 |  100082532 |  100084473 |  100086467 |  100078927 |  100089135 |  100083350 |  100084714 |  100078892 |  100078107 |  100086745 |  100088734 |  100086217 |  100076757 |  100073592 |  100089064 |  100101404
  Cycles                             |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400 |   71195400
  IPC                                |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41
  Time (ns)                          |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500 |   19776500
  Idle time (ns)                     |          2 |         88 |        100 |         -0 |          1 |         78 |         -0 |         37 |         -0 |         10 |         -3 |         -2 |         -3 |         -0 |         -0 |         51 |         -0 |         -0 |         -0 |         -0 |         26 |         -3 |         -0 |         64 |        100 |         40 |         13 |         14 |         -0 |         -0 |         40 |         32
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8416847 |    8416442 |    8416422 |    8416487 |    8416290 |    8416391 |    8416723 |    8416143 |    8415970 |    8416844 |    8416411 |    8416701 |    8416666 |    8416408 |    8416420 |    8415712 |    8416615 |    8416806 |    8416970 |    8416245 |    8417183 |    8416700 |    8416821 |    8416240 |    8416181 |    8416987 |    8417144 |    8416942 |    8416067 |    8415819 |    8417174 |    8418180
  num incorrect                      |     535491 |     535472 |     535471 |     535475 |     535465 |     535469 |     535486 |     535460 |     535456 |     535491 |     535470 |     535486 |     535483 |     535469 |     535471 |     535448 |     535482 |     535487 |     535498 |     535461 |     535504 |     535486 |     535490 |     535461 |     535461 |     535498 |     535504 |     535497 |     535458 |     535450 |     535504 |     535530
  misprediction rate                 |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98% |      5.98%
