                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362
  Cycles                             |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840 |  209274840
  IPC                                |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48 |       0.48
  Time (ns)                          |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900 |   58131900
  Idle time (ns)                     |      12094 |       4946 |      11942 |      12245 |       9900 |      11897 |       3974 |      12140 |   14006340 |   14006039 |   14005940 |   14006276 |   14006225 |   14006061 |   14006306 |   14006005 |   42945639 |   42945191 |   42945426 |   42945825 |   42945826 |   42945339 |   42945133 |   42945341 |   42945763 |   42945306 |   42945397 |   42945203 |   42945322 |   42945009 |   42945428 |   42944933
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      24.1% |      24.1% |      24.1% |      24.1% |      24.1% |      24.1% |      24.1% |      24.1% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9% |      73.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118
  num incorrect                      |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469
  misprediction rate                 |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17%
  mpki                               |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
