                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101383 |   92931410 |   92095060 |   92103684 |   92105380 |   92101302 |   92122236 |   92123516 |   92140266 |   92130057 |   92108203 |   92103892 |   92128809 |   92137524 |   92270169 |   92271966 |   92277747 |   92289141 |   92096043 |   92101666 |   92095944 |   92099808 |   92120340 |   92121826 |   92136077 |   92134122 |   92108291 |   92098826 |   92137944 |   92143481 |   92922684 |  100087321
  Cycles                             |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480 |  195405480
  IPC                                |       0.51 |       0.48 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.48 |       0.51
  Time (ns)                          |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300 |   54279300
  Idle time (ns)                     |         76 |        -47 |         29 |          3 |         -6 |         -4 |         -4 |         -1 |         -4 |          6 |         -0 |        100 |         20 |         -4 |         53 |         65 |         -1 |         -3 |         14 |         98 |          4 |         -0 |         -0 |         -0 |         19 |         13 |         -1 |         -3 |         15 |         84 |         -6 |         -0
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   12883429 |   11981772 |   11875878 |   11877533 |   11877866 |   11877081 |   11881101 |   11881337 |   11884476 |   11882559 |   11878410 |   11877572 |   11882322 |   11883982 |   11897325 |   11897492 |   11898036 |   11899137 |   11876066 |   11877143 |   11876046 |   11876799 |   11880760 |   11881026 |   11883721 |   11883344 |   11878428 |   11876611 |   11884071 |   11884965 |   11980996 |   12882024
  num incorrect                      |    2041569 |    1896776 |    1879999 |    1880344 |    1880406 |    1880248 |    1881023 |    1881073 |    1881724 |    1881340 |    1880521 |    1880353 |    1881291 |    1881613 |    1883406 |    1883438 |    1883512 |    1883664 |    1880040 |    1880266 |    1880036 |    1880192 |    1880943 |    1881003 |    1881556 |    1881487 |    1880522 |    1880152 |    1881624 |    1881773 |    1896658 |    2041382
  misprediction rate                 |     13.68% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.67% |     13.68%
