0	324.90
1	325.17
2	325.36
3	325.44
4	325.44
5	325.34
6	325.14
7	324.85

8	325.12
9	325.47
10	325.70
11	325.81
12	325.80
13	325.68
14	325.43
15	325.07

16	325.38
17	325.83
18	326.11
19	326.23
20	326.22
21	326.08
22	325.79
23	325.33

24	325.76
25	326.32
26	326.63
27	326.77
28	326.76
29	326.60
30	326.26
31	325.69

32	326.52
33	327.19
34	327.52
35	327.66
36	327.65
37	327.48
38	327.11
39	326.44

40	326.83
41	327.55
42	327.88
43	328.02
44	328.01
45	327.84
46	327.44
47	326.72

48	326.97
49	327.68
50	327.96
51	328.09
52	328.08
53	327.91
54	327.53
55	326.80

56	326.89
57	327.54
58	327.77
59	327.88
60	327.87
61	327.72
62	327.38
63	326.72

