                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100083457 |  100014800 |  100025932 |  100011479 |  100016658 |  100039553 |  100029509 |  100021058 |  100024020 |  100028174 |  100029027 |  100027468 |  100022685 |  100036810 |  100038000 |  100041402 |  100034816 |  100029918 |  100027401 |  100023824 |  100036584 |  100036819 |  100040822 |  100037789 |  100030442 |  100030777 |  100032815 |  100034182 |  100027681 |  100031829 |  100026113 |  100101406
  Cycles                             |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600 |   66936600
  IPC                                |       1.50 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.49 |       1.50
  Time (ns)                          |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500 |   18593500
  Idle time (ns)                     |         -9 |         -0 |         -8 |        -13 |        -24 |        -18 |         -6 |         -9 |        -13 |        -23 |         -4 |        -22 |        -12 |        -37 |        -24 |        -22 |         -7 |        -12 |        -25 |        -15 |        -18 |         -5 |        -17 |         -8 |        -10 |        -15 |         -6 |         -7 |         -7 |         -4 |         -8 |         -3
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   12300918 |   12291994 |   12293453 |   12291565 |   12292244 |   12295221 |   12293906 |   12292817 |   12293202 |   12293734 |   12293844 |   12293647 |   12293029 |   12294869 |   12295014 |   12295461 |   12294599 |   12293948 |   12293638 |   12293168 |   12294839 |   12294871 |   12295374 |   12294980 |   12294028 |   12294074 |   12294332 |   12294516 |   12293677 |   12294208 |   12293479 |   12303243
  num incorrect                      |    1086691 |    1086226 |    1086304 |    1086183 |    1086260 |    1086364 |    1086321 |    1086282 |    1086297 |    1086314 |    1086321 |    1086312 |    1086292 |    1086351 |    1086355 |    1086378 |    1086340 |    1086323 |    1086312 |    1086296 |    1086348 |    1086351 |    1086371 |    1086353 |    1086323 |    1086325 |    1086332 |    1086338 |    1086312 |    1086328 |    1086304 |    1086940
  misprediction rate                 |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12% |      8.12%
  mpki                               |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86 |      10.86
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   12194534 |   12185430 |   12186902 |   12185042 |   12185641 |   12188744 |   12187411 |   12186236 |   12186638 |   12187215 |   12187338 |   12187117 |   12186452 |   12188375 |   12188532 |   12188990 |   12188101 |   12187458 |   12187107 |   12186607 |   12188343 |   12188377 |   12188909 |   12188496 |   12187536 |   12187589 |   12187855 |   12188034 |   12187151 |   12187717 |   12186931 |   12196735
    num misses                       |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39 |         39
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   40646890 |   40620001 |   40624321 |   40618743 |   40620648 |   40629753 |   40625779 |   40622463 |   40623606 |   40625239 |   40625613 |   40624964 |   40623099 |   40628667 |   40629141 |   40630450 |   40627887 |   40625957 |   40624941 |   40623511 |   40628591 |   40628671 |   40630224 |   40629039 |   40626214 |   40626325 |   40627112 |   40627625 |   40625035 |   40626746 |   40624381 |   40653723
    num misses                       |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23 |         23
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62
    num misses                       |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62 |         62
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   12194534 |   12185430 |   12186902 |   12185042 |   12185641 |   12188744 |   12187411 |   12186236 |   12186638 |   12187215 |   12187338 |   12187117 |   12186452 |   12188375 |   12188532 |   12188990 |   12188101 |   12187458 |   12187107 |   12186607 |   12188343 |   12188377 |   12188909 |   12188496 |   12187536 |   12187589 |   12187855 |   12188034 |   12187151 |   12187717 |   12186931 |   12196735
    num cache misses                 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230 |      43230
    miss rate                        |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35% |      0.35%
    mpki                             |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   40646890 |   40620001 |   40624321 |   40618743 |   40620648 |   40629753 |   40625779 |   40622463 |   40623606 |   40625239 |   40625613 |   40624964 |   40623099 |   40628667 |   40629141 |   40630450 |   40627887 |   40625957 |   40624941 |   40623511 |   40628591 |   40628671 |   40630224 |   40629039 |   40626214 |   40626325 |   40627112 |   40627625 |   40625035 |   40626746 |   40624381 |   40653723
    num cache misses                 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323 |        323
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
