0	350.98
1	351.59
2	352.09
3	352.35
4	352.35
5	352.09
6	351.59
7	350.98

8	351.08
9	351.71
10	352.23
11	352.50
12	352.50
13	352.23
14	351.71
15	351.08

16	351.21
17	351.87
18	352.41
19	352.69
20	352.69
21	352.41
22	351.87
23	351.21

24	351.32
25	352.00
26	352.56
27	352.84
28	352.84
29	352.56
30	352.00
31	351.33

32	351.44
33	352.12
34	352.68
35	352.97
36	352.97
37	352.68
38	352.12
39	351.44

40	351.60
41	352.27
42	352.83
43	353.11
44	353.12
45	352.82
46	352.28
47	351.61

48	351.99
49	352.64
50	353.19
51	353.45
52	353.50
53	353.17
54	352.67
55	351.99

56	352.08
57	352.71
58	353.24
59	353.50
60	353.55
61	353.22
62	352.74
63	352.08

