                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394
  Cycles                             |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040 |  574457040
  IPC                                |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17
  Time (ns)                          |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400 |  159571400
  Idle time (ns)                     |   16287043 |   16325274 |    2073145 |    2551850 |     267976 |     731999 |   14295263 |   18694762 |   23632897 |   25699614 |   25065117 |   23021703 |   25325478 |   23721012 |   25590746 |   25220237 |   24250480 |   25871336 |   24212791 |   24724071 |   26099939 |   22637142 |   26117034 |   22631835 |   91125153 |   91078790 |   91147272 |   91147839 |   91133777 |   91034883 |   91143759 |   91101635
  Idle time (%)                      |      10.2% |      10.2% |       1.3% |       1.6% |       0.2% |       0.5% |       9.0% |      11.7% |      14.8% |      16.1% |      15.7% |      14.4% |      15.9% |      14.9% |      16.0% |      15.8% |      15.2% |      16.2% |      15.2% |      15.5% |      16.4% |      14.2% |      16.4% |      14.2% |      57.1% |      57.1% |      57.1% |      57.1% |      57.1% |      57.0% |      57.1% |      57.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934
  num incorrect                      |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770
  misprediction rate                 |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12%
