0	357.45
1	358.24
2	358.91
3	359.25
4	359.25
5	358.91
6	358.24
7	357.45

8	358.84
9	359.67
10	360.36
11	360.72
12	360.72
13	360.36
14	359.67
15	358.84

16	362.65
17	363.52
18	364.25
19	364.63
20	364.63
21	364.24
22	363.52
23	362.65

24	363.56
25	364.45
26	365.20
27	365.59
28	365.58
29	365.19
30	364.46
31	363.56

32	362.27
33	363.15
34	363.91
35	364.29
36	364.29
37	363.91
38	363.18
39	362.30

40	360.77
41	361.62
42	362.36
43	362.72
44	362.73
45	362.36
46	361.65
47	360.79

48	357.86
49	358.67
50	359.35
51	359.71
52	359.71
53	359.36
54	358.68
55	357.86

56	356.76
57	357.54
58	358.20
59	358.54
60	358.54
61	358.20
62	357.55
63	356.77

