0	324.88
1	325.16
2	325.36
3	325.46
4	325.46
5	325.35
6	325.15
7	324.87

8	325.10
9	325.46
10	325.71
11	325.83
12	325.82
13	325.70
14	325.45
15	325.09

16	325.36
17	325.82
18	326.12
19	326.25
20	326.25
21	326.10
22	325.81
23	325.35

24	325.73
25	326.30
26	326.64
27	326.80
28	326.78
29	326.62
30	326.28
31	325.72

32	326.48
33	327.15
34	327.55
35	327.71
36	327.69
37	327.51
38	327.13
39	326.47

40	326.77
41	327.50
42	327.92
43	328.09
44	328.05
45	327.87
46	327.48
47	326.75

48	326.83
49	327.58
50	328.04
51	328.20
52	328.11
53	327.94
54	327.56
55	326.84

56	326.75
57	327.43
58	327.86
59	328.00
60	327.91
61	327.75
62	327.42
63	326.76

