0	353.66
1	354.35
2	354.93
3	355.23
4	355.23
5	354.93
6	354.35
7	353.66

8	354.04
9	354.76
10	355.37
11	355.68
12	355.68
13	355.37
14	354.76
15	354.04

16	354.93
17	355.69
18	356.33
19	356.65
20	356.65
21	356.33
22	355.70
23	354.94

24	356.49
25	357.28
26	357.94
27	358.27
28	358.27
29	357.94
30	357.29
31	356.50

32	359.94
33	360.75
34	361.42
35	361.76
36	361.76
37	361.43
38	360.76
39	359.97

40	359.98
41	360.77
42	361.43
43	361.77
44	361.76
45	361.44
46	360.79
47	360.00

48	356.67
49	357.43
50	358.06
51	358.38
52	358.38
53	358.06
54	357.44
55	356.68

56	355.47
57	356.20
58	356.81
59	357.12
60	357.12
61	356.81
62	356.20
63	355.48

