0	355.47
1	356.20
2	356.81
3	357.12
4	357.12
5	356.81
6	356.20
7	355.47

8	356.68
9	357.43
10	358.06
11	358.38
12	358.38
13	358.06
14	357.43
15	356.67

16	359.99
17	360.78
18	361.45
19	361.76
20	361.78
21	361.44
22	360.78
23	359.98

24	359.95
25	360.75
26	361.43
27	361.75
28	361.77
29	361.42
30	360.76
31	359.94

32	356.49
33	357.28
34	357.94
35	358.27
36	358.27
37	357.94
38	357.28
39	356.49

40	354.93
41	355.69
42	356.33
43	356.65
44	356.65
45	356.33
46	355.69
47	354.93

48	354.04
49	354.76
50	355.37
51	355.68
52	355.68
53	355.37
54	354.76
55	354.04

56	353.66
57	354.35
58	354.93
59	355.23
60	355.23
61	354.93
62	354.35
63	353.66

