                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101443 |  100059017 |  100057643 |  100053546 |  100058025 |  100058894 |  100056616 |  100057272 |  100061549 |  100055771 |  100054649 |  100053250 |  100054353 |  100055286 |  100057866 |  100060288 |  100053762 |  100050904 |  100047620 |  100049177 |  100049581 |  100051288 |  100048695 |  100059011 |  100053555 |  100047999 |  100056868 |  100050154 |  100049044 |  100045595 |  100048100 |  100096957
  Cycles                             |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360 |   70785360
  IPC                                |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41 |       1.41
  Time (ns)                          |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600 |   19662600
  Idle time (ns)                     |        -38 |        -46 |        -59 |        -14 |        -37 |        -58 |        -88 |        -49 |        -78 |        -59 |        -58 |        -71 |        -53 |        -65 |        -56 |        -64 |        -76 |        -24 |        -53 |        -82 |        -45 |        -47 |        -80 |        -82 |        -81 |        -52 |        -85 |        -48 |        -46 |        -54 |        -68 |        -32
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10996352 |   10992458 |   10992337 |   10992024 |   10992368 |   10992446 |   10992261 |   10992310 |   10992711 |   10992195 |   10992111 |   10992003 |   10992085 |   10992153 |   10992356 |   10992582 |   10992044 |   10991832 |   10991489 |   10991649 |   10991691 |   10991864 |   10991589 |   10992454 |   10992025 |   10991535 |   10992277 |   10991736 |   10991636 |   10991291 |   10991541 |   10995897
  num incorrect                      |     968893 |     968634 |     968626 |     968606 |     968628 |     968633 |     968623 |     968626 |     968655 |     968614 |     968610 |     968602 |     968608 |     968611 |     968628 |     968642 |     968607 |     968591 |     968567 |     968581 |     968583 |     968592 |     968577 |     968634 |     968606 |     968572 |     968625 |     968587 |     968580 |     968555 |     968572 |     968866
  misprediction rate                 |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10% |      8.10%
