                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101408 |  100088034 |  100090011 |  100089460 |  100087374 |  100089326 |  100088931 |  100090328 |  100091281 |  100091540 |  100086642 |  100092820 |  100087868 |  100091609 |  100088949 |  100090306 |  100083242 |  100084739 |  100089230 |  100082154 |  100088350 |  100086630 |  100085623 |  100088807 |  100090271 |  100087958 |  100082484 |  100085019 |  100086657 |  100088468 |  100088161 |  100099660
  Cycles                             |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480 |   75507480
  IPC                                |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33 |       1.33
  Time (ns)                          |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300 |   20974300
  Idle time (ns)                     |        -41 |        -21 |        -12 |        -20 |        -32 |        -39 |        -13 |        -40 |        -14 |        -53 |        -50 |        -21 |        -39 |        -28 |        -29 |        -28 |        -21 |        -15 |        -37 |         -0 |        -38 |        -45 |        -33 |        -23 |        -35 |         -0 |        -26 |        -23 |        -45 |        -37 |        -22 |        -30
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8838657 |    8837376 |    8837567 |    8837512 |    8837311 |    8837495 |    8837452 |    8837587 |    8837684 |    8837717 |    8837227 |    8837827 |    8837355 |    8837731 |    8837453 |    8837584 |    8836904 |    8837047 |    8837482 |    8836780 |    8837405 |    8837226 |    8837123 |    8837427 |    8837582 |    8837370 |    8836826 |    8837076 |    8837232 |    8837412 |    8837383 |    8838513
  num incorrect                      |     678974 |     678874 |     678887 |     678884 |     678870 |     678882 |     678879 |     678888 |     678892 |     678894 |     678869 |     678899 |     678873 |     678894 |     678879 |     678888 |     678855 |     678862 |     678882 |     678845 |     678876 |     678869 |     678866 |     678878 |     678888 |     678874 |     678847 |     678864 |     678869 |     678876 |     678874 |     678946
  misprediction rate                 |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13% |      7.13%
