Epoch,MFU,TemPo,Alternation,Greedy,RoundRobin
0,24,24,16,24,24
1,18,18,16,18,18
2,24,22,16,24,24
3,22,24,16,24,22
4,22,24,16,22,22
5,20,24,16,24,24
6,24,24,16,22,22
7,20,24,16,22,22
8,22,22,16,22,20
9,22,16,16,24,24
10,22,18,16,18,18
11,20,18,16,20,16
12,20,16,16,16,16
13,20,20,16,16,16
14,18,16,16,16,16
15,16,16,16,16,16
16,16,20,16,16,16
17,16,16,16,16,16
18,16,16,16,16,16
19,16,18,16,16,16
20,16,16,16,16,16
21,16,16,16,16,16
22,16,20,8,16,16
23,16,18,16,16,16
24,16,18,8,16,16
25,16,18,16,16,16
26,18,16,8,18,18
27,18,18,16,18,20
28,20,20,16,18,20
29,18,18,16,18,18
30,18,20,16,18,16
31,16,18,16,18,16
32,16,16,16,16,16
33,16,18,16,16,16
34,16,16,16,16,16
35,16,16,16,16,16
36,16,16,8,16,16
37,16,16,16,16,16
38,16,16,8,16,16
39,16,16,16,16,16
40,16,16,8,16,16
41,16,16,16,16,16
42,16,16,16,16,16
43,16,16,16,16,16
44,16,16,16,16,16
45,16,16,16,16,16
46,16,16,16,16,16
47,16,16,16,16,16
48,16,16,12,16,16
49,16,16,16,16,16
50,16,16,8,16,16
51,16,16,16,16,16
52,16,16,8,16,16
53,16,16,16,16,16
54,16,16,8,16,16
55,16,16,16,16,16
56,16,16,8,16,16
57,16,16,16,16,16
58,16,16,16,16,16
59,16,16,16,16,16
60,16,16,16,16,16
61,16,16,16,16,16
62,16,16,16,16,16
63,16,16,16,16,16
64,16,16,12,16,16
65,16,16,16,16,16
66,16,16,8,16,16
67,8,16,16,14,16
68,10,16,8,10,16
69,10,8,16,10,16
70,10,12,8,12,20
71,10,16,16,12,24
72,12,14,8,12,24
73,14,10,16,12,24
74,16,10,16,12,24
75,16,10,16,10,24
76,10,10,16,12,24
77,10,10,16,12,24
78,8,10,16,12,24
79,8,12,16,8,24
80,8,12,8,10,24
81,12,12,16,12,24
82,14,12,8,12,24
83,16,12,16,12,24
84,12,12,8,14,24
85,12,12,16,12,24
86,8,10,8,12,24
87,8,8,16,12,24
88,10,10,8,10,24
89,12,14,16,10,24
90,12,16,12,12,24
91,14,10,16,10,24
92,14,10,16,10,24
93,12,12,16,10,24
94,12,10,16,12,24
95,8,8,16,14,24
96,8,12,16,14,24
97,10,14,16,10,24
98,12,16,8,12,24
99,12,10,16,10,24
100,14,10,8,10,24
101,14,14,16,8,24
102,12,10,8,12,24
103,10,10,16,14,24
104,8,14,8,14,24
105,10,8,16,12,24
106,10,8,16,12,24
107,12,14,16,10,24
108,10,16,16,10,24
109,12,10,16,10,24
110,12,10,16,12,24
111,12,16,16,12,24
112,12,14,8,14,24
113,12,10,16,10,24
114,10,8,8,12,24
115,10,12,16,12,24
116,10,14,8,10,24
117,12,10,16,10,24
118,12,10,8,12,24
119,10,16,16,12,24
120,10,14,8,14,24
121,10,8,16,10,24
122,10,8,12,12,24
123,8,12,16,10,24
124,10,8,12,8,24
125,6,8,16,6,24
126,8,8,16,12,24
127,8,8,16,12,24
128,8,8,16,10,24
129,8,10,16,10,24
130,8,10,12,6,24
131,8,10,16,6,24
132,8,10,8,8,24
133,8,8,16,8,24
134,8,8,8,8,24
135,8,8,16,8,24
136,8,8,12,8,24
137,8,8,16,8,24
138,8,8,16,8,24
139,8,8,16,8,24
140,8,8,16,8,24
141,8,8,16,8,24
142,8,8,16,8,24
143,8,8,16,8,24
144,8,8,16,8,24
145,8,8,16,8,24
146,8,8,16,8,24
147,8,8,16,8,24
148,8,8,16,8,24
149,8,8,16,8,24
150,8,8,16,8,24
151,8,8,16,8,24
152,8,8,16,8,24
153,8,8,16,8,24
154,8,8,16,8,24
155,8,8,16,8,24
156,8,4,16,8,24
157,8,4,16,8,24
158,8,4,16,8,24
159,8,2,16,6,24
160,8,,16,6,24
161,8,,16,6,24
162,8,,16,4,24
163,6,,16,4,24
164,6,,16,4,24
165,4,,16,4,24
166,4,,16,4,24
167,2,,16,2,24
168,2,,16,2,24
169,2,,16,,24
170,,,16,,24
171,,,16,,24
172,,,16,,24
173,,,16,,24
174,,,16,,24
175,,,16,,24
176,,,16,,24
177,,,16,,24
178,,,16,,24
179,,,16,,24
180,,,16,,24
181,,,16,,24
182,,,16,,24
183,,,16,,24
184,,,16,,24
185,,,16,,24
186,,,16,,24
187,,,16,,24
188,,,16,,24
189,,,16,,24
190,,,16,,24
191,,,16,,24
192,,,16,,24
193,,,16,,24
194,,,16,,24
195,,,16,,24
196,,,16,,24
197,,,16,,24
198,,,16,,24
199,,,16,,24
200,,,16,,24
201,,,16,,24
202,,,16,,24
203,,,16,,24
204,,,16,,24
205,,,16,,24
206,,,16,,24
207,,,16,,24
208,,,16,,24
209,,,,,24
210,,,,,24
211,,,,,24
212,,,,,24
213,,,,,24
214,,,,,24
215,,,,,24
