                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100026310 |   99679178 |   99717936 |   99511310 |  100079863 |  100101387 |   99664526 |   99646889 |   99745205 |   99769218 |   99684470 |   99893536 |   99641328 |   99838906 |   98933794 |   98856932 |   98676853 |   98823240 |   99668190 |   99566754 |  100080941 |  100101289 |   99673211 |   99651096 |   99747016 |   99768404 |   99806945 |  100010438 |   99730146 |   99804890 |   99431854 |   99679178
  Cycles                             |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000 |  521118000
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000 |  144755000
  Idle time (ns)                     |        -54 |         95 |        -78 |        -48 |        206 |        203 |         33 |        296 |        106 |        -49 |         60 |        193 |        168 |          5 |        292 |        168 |        177 |        284 |        122 |        150 |         83 |        -87 |        207 |        186 |        279 |        178 |        284 |        135 |        -22 |        257 |        104 |        -46
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     909879 |     907319 |     907605 |     906081 |     910273 |     910432 |     907211 |     907079 |     907806 |     907983 |     907358 |     908900 |     907040 |     908497 |     901820 |     901255 |     899927 |     901005 |     907238 |     906490 |     910282 |     910432 |     907274 |     907112 |     907818 |     907977 |     908260 |     909762 |     907695 |     908245 |     905495 |     907319
  num incorrect                      |       5615 |       5603 |       5606 |       5597 |       5618 |       5618 |       5603 |       5603 |       5606 |       5606 |       5603 |       5612 |       5603 |       5609 |       5576 |       5573 |       5567 |       5570 |       5603 |       5600 |       5618 |       5618 |       5603 |       5603 |       5606 |       5606 |       5609 |       5615 |       5606 |       5609 |       5594 |       5603
  misprediction rate                 |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61% |      0.61%
