                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100090295 |  100085084 |  100078641 |  100084872 |  100080557 |  100079503 |  100078694 |  100082014 |  100086450 |  100082406 |  100078114 |  100077074 |  100082167 |  100081134 |  100079967 |  100093434 |  100087920 |  100094056 |  100084631 |  100080773 |  100091237 |  100081171 |  100077836 |  100090578 |  100088719 |  100091512 |  100089962 |  100075231 |  100087930 |  100077090 |  100076056 |  100101410
  Cycles                             |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120 |   74697120
  IPC                                |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34
  Time (ns)                          |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200 |   20749200
  Idle time (ns)                     |         -0 |         -0 |         -1 |         -5 |         -1 |         -1 |         -2 |         -1 |         -0 |         -0 |         -1 |         -2 |         -0 |         -8 |         -2 |         -1 |         -5 |         -2 |         -1 |         -0 |         -0 |         -6 |         -0 |         -4 |         -0 |         -4 |         -2 |         -1 |         -7 |         -4 |         -0 |         11
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    9029757 |    9029249 |    9028760 |    9029232 |    9028918 |    9028826 |    9028767 |    9029010 |    9029381 |    9029042 |    9028722 |    9028644 |    9029023 |    9028951 |    9028867 |    9029983 |    9029534 |    9030035 |    9029214 |    9028931 |    9029833 |    9028953 |    9028707 |    9029776 |    9029642 |    9029854 |    9029729 |    9028517 |    9029537 |    9028645 |    9028581 |    9030616
  num incorrect                      |     661777 |     661749 |     661721 |     661748 |     661730 |     661724 |     661721 |     661738 |     661757 |     661741 |     661716 |     661708 |     661740 |     661735 |     661726 |     661798 |     661769 |     661802 |     661745 |     661733 |     661782 |     661735 |     661715 |     661780 |     661772 |     661783 |     661775 |     661695 |     661769 |     661708 |     661700 |     661834
  misprediction rate                 |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83% |      6.83%
