Epoch,MFU,Greedy,TemPo,RoundRobin,Alternation
0,35.8389,35.7732,35.8389,36.6396,26.769199999999998
1,91.77333,63.7115,91.80733000000001,90.93229,53.7759
2,91.95561000000001,36.1997,91.9377,64.0933,26.9298
3,91.82841,43.0322,91.77573,36.5925,27.417699999999996
4,92.39637,53.03,92.07626,64.98089999999999,54.5278
5,92.98753,53.693,92.74311,64.61189999999999,26.383799999999994
6,94.03104,54.2349,93.5584,63.3242,53.6186
7,94.29892,53.9988,87.08377,64.6271,26.3703
8,93.47658,53.604,70.9157,65.8956,27.529600000000002
9,65.8612,53.7902,56.2268,65.3852,27.378100000000003
10,65.7727,54.0958,56.412,64.8835,27.648700000000005
11,65.6284,53.4903,61.9501,53.3328,27.2115
12,66.4144,54.4537,61.8894,65.5446,27.5283
13,65.4816,56.783,68.4659,64.9631,27.373999999999995
14,66.4963,43.8231,66.4174,65.3544,27.4602
15,65.7017,54.1266,72.6615,38.227,26.959000000000003
16,65.5139,54.1384,62.0957,66.4082,27.8258
17,66.0483,53.4656,62.7226,65.8163,27.335800000000006
18,66.77629999999999,53.7926,66.801,65.1043,27.8502
19,65.04339999999999,54.3924,62.793,38.5443,27.335400000000007
20,65.6585,53.7153,65.6259,63.6718,28.3044
21,66.2077,50.2851,58.5734,66.669,42.5102
22,65.6252,51.2398,59.0448,66.0201,27.678799999999995
23,66.0989,50.7723,65.0937,65.824,27.114500000000007
24,65.6039,50.2963,60.0575,66.1273,27.742599999999996
25,65.3304,50.8267,66.9724,66.0132,27.527900000000002
26,65.745,50.6772,68.8698,65.3382,28.0154
27,58.099,58.3557,67.608,65.7624,28.114900000000006
28,57.8011,64.2984,65.7344,65.505,28.156599999999997
29,58.1449,85.6104,51.0141,66.0013,42.1656
30,62.4563,92.60801000000001,48.1814,65.4778,54.5833
31,73.7815,93.07401,57.6328,65.51859999999999,42.5316
32,73.8665,64.596,64.566,66.0098,52.8642
33,63.4214,65.0736,58.4639,64.776,26.709400000000002
34,55.3499,55.2706,71.3653,65.5642,27.790300000000002
35,58.4441,55.5055,63.6014,65.5238,52.9691
36,59.5837,54.6122,58.4892,65.0989,27.3129
37,59.5706,55.9945,54.15,65.4415,52.4951
38,54.8178,59.7507,53.9981,65.3536,27.370999999999995
39,56.1535,68.0103,53.7449,65.6975,27.3228
