                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101381 |   90431278 |   90573563 |   90570042 |   90889980 |   90744526 |   90520074 |   90712704 |   90676176 |   90541342 |   90777541 |   90605799 |   90596632 |   90613763 |   90457532 |   89502369 |   89503832 |   90465150 |   90574932 |   90575124 |   90890147 |   90744478 |   90520001 |   90712704 |   90674520 |   90541317 |   90777612 |   90605864 |   90597281 |   90617117 |   90414379 |  100077381
  Cycles                             |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120 |  497436120
  IPC                                |       0.20 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.20
  Time (ns)                          |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700 |  138176700
  Idle time (ns)                     |         12 |         -0 |        -18 |        -36 |        -50 |        -39 |         -3 |        -52 |        -26 |        -46 |        -46 |        -41 |        -26 |        -11 |        -28 |        -47 |        -26 |        -19 |        -25 |        -32 |         -9 |        -22 |        -45 |         -3 |        -21 |        -19 |         -9 |        -40 |         -4 |         -4 |         -0 |        -43
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   16328556 |   14739587 |   14763030 |   14762449 |   14815085 |   14791153 |   14754212 |   14785906 |   14779908 |   14757718 |   14796595 |   14768324 |   14766825 |   14769652 |   14743928 |   14587206 |   14587450 |   14745171 |   14763258 |   14763290 |   14815113 |   14791145 |   14754200 |   14785906 |   14779632 |   14757714 |   14796603 |   14768336 |   14766933 |   14770205 |   14736799 |   16324621
  num incorrect                      |      43781 |      40194 |      40242 |      40240 |      40355 |      40305 |      40223 |      40295 |      40282 |      40232 |      40317 |      40252 |      40249 |      40253 |      40202 |      39825 |      39825 |      40205 |      40242 |      40242 |      40355 |      40305 |      40223 |      40295 |      40282 |      40232 |      40317 |      40252 |      40249 |      40255 |      40190 |      43774
  misprediction rate                 |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27%
  mpki                               |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44 |       0.44
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   16619849 |   15010911 |   15034605 |   15034020 |   15087279 |   15063066 |   15025699 |   15057766 |   15051686 |   15029239 |   15068560 |   15039971 |   15038448 |   15041301 |   15015284 |   14856448 |   14856692 |   15016553 |   15034833 |   15034865 |   15087307 |   15063058 |   15025687 |   15057766 |   15051410 |   15029235 |   15068574 |   15039984 |   15038556 |   15041858 |   15008097 |   16615857
    num misses                       |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   74596063 |   67373772 |   67480113 |   67477480 |   67716499 |   67607834 |   67440126 |   67584046 |   67556773 |   67456027 |   67632508 |   67504174 |   67497344 |   67510152 |   67393416 |   66680274 |   66681372 |   67399092 |   67481139 |   67481283 |   67716625 |   67607798 |   67440072 |   67584046 |   67555531 |   67456009 |   67632558 |   67504225 |   67497830 |   67512659 |   67361135 |   74578153
    num misses                       |      57368 |      52175 |      52251 |      52249 |      52423 |      52341 |      52222 |      52326 |      52305 |      52233 |      52358 |      52266 |      52263 |      52270 |      52186 |      51648 |      51649 |      52193 |      52251 |      52251 |      52423 |      52341 |      52222 |      52326 |      52304 |      52233 |      52358 |      52267 |      52263 |      52271 |      52167 |      57355
    miss rate                        |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08%
    mpki                             |       0.57 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.57
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      57382 |      52189 |      52265 |      52263 |      52437 |      52355 |      52236 |      52340 |      52319 |      52247 |      52372 |      52280 |      52277 |      52284 |      52200 |      51662 |      51663 |      52207 |      52265 |      52265 |      52437 |      52355 |      52236 |      52340 |      52318 |      52247 |      52372 |      52281 |      52277 |      52285 |      52181 |      57369
    num misses                       |      52774 |      47696 |      47771 |      47769 |      47940 |      47861 |      47742 |      47846 |      47825 |      47753 |      47878 |      47786 |      47783 |      47790 |      47707 |      47184 |      47185 |      47713 |      47771 |      47771 |      47940 |      47861 |      47742 |      47846 |      47824 |      47753 |      47878 |      47787 |      47783 |      47791 |      47688 |      52761
    miss rate                        |     91.97% |     91.39% |     91.40% |     91.40% |     91.42% |     91.42% |     91.40% |     91.41% |     91.41% |     91.40% |     91.42% |     91.40% |     91.40% |     91.40% |     91.39% |     91.33% |     91.33% |     91.39% |     91.40% |     91.40% |     91.42% |     91.42% |     91.40% |     91.41% |     91.41% |     91.40% |     91.42% |     91.40% |     91.40% |     91.40% |     91.39% |     91.97%
