                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
    num cache misses                 |    5380965 |    5370060 |    5371674 |    5371676 |    5370120 |    5373246 |    5373209 |    5374656 |    5377128 |    5377859 |    5371635 |    5377713 |    5376304 |    5371681 |    5371663 |    5374392 |    5374770 |    5374777 |    5377886 |    5374818 |    5374820 |    5374787 |    5371648 |    5380218 |     607159 |     607182 |     607235 |     607220 |     605932 |     606044 |     606117 |     606267
    miss rate                        |     89.54% |     89.48% |     89.49% |     89.50% |     89.48% |     89.50% |     89.50% |     89.52% |     89.53% |     89.53% |     89.49% |     89.53% |     89.52% |     89.49% |     89.49% |     89.50% |     89.51% |     89.52% |     89.52% |     89.52% |     89.51% |     89.50% |     89.49% |     89.54% |     98.20% |     98.20% |     98.20% |     98.20% |     98.20% |     98.20% |     98.19% |     98.20%
    mpki                             |      53.76 |      53.65 |      53.66 |      53.66 |      53.65 |      53.68 |      53.68 |      53.69 |      53.72 |      53.72 |      53.66 |      53.72 |      53.71 |      53.66 |      53.66 |      53.69 |      53.69 |      53.69 |      53.72 |      53.69 |      53.69 |      53.69 |      53.66 |      53.75 |       6.07 |       6.07 |       6.07 |       6.07 |       6.05 |       6.05 |       6.06 |       6.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |   18804892 |          0 |   18790039 |          0 |   18789773 |          0 |   18798721 |          0 |   18812666 |          0 |   18801587 |          0 |   18798885 |          0 |   18795015 |          0 |   18801936 |          0 |   18808119 |          0 |   18802049 |          0 |   18806541 |          0 |    1224830 |          0 |    1224931 |          0 |    1222443 |          0 |    1222861 |          0
  average dram access latency (ns)   |      98.43 |        inf |     100.76 |        inf |     100.21 |        inf |     100.22 |        inf |      99.62 |        inf |      99.59 |        inf |      99.92 |        inf |      99.99 |        inf |      99.93 |        inf |      99.90 |        inf |     100.30 |        inf |      99.47 |        inf |      32.05 |        inf |      32.04 |        inf |      32.05 |        inf |      32.05 |        inf
  average dram queueing delay        |      66.57 |       0.00 |      68.90 |       0.00 |      68.34 |       0.00 |      68.35 |       0.00 |      67.76 |       0.00 |      67.73 |       0.00 |      68.06 |       0.00 |      68.13 |       0.00 |      68.07 |       0.00 |      68.03 |       0.00 |      68.44 |       0.00 |      67.61 |       0.00 |       0.19 |       0.00 |       0.18 |       0.00 |       0.19 |       0.00 |       0.19 |       0.00
  average dram bandwidth utilization |     40.00% |      0.00% |     40.00% |      0.00% |     40.00% |      0.00% |     40.00% |      0.00% |     40.00% |      0.00% |     40.00% |      0.00% |     40.00% |      0.00% |     40.00% |      0.00% |     40.00% |      0.00% |     40.00% |      0.00% |     40.00% |      0.00% |     40.00% |      0.00% |      2.00% |      0.00% |      2.00% |      0.00% |      2.00% |      0.00% |      2.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |    1344866 |    1344724 |    1344805 |    1344751 |    1344838 |    1344818 |    1344830 |    1344748 |    1344802 |    1344833 |    1344776 |    1344797 |    1344804 |    1344832 |    1344834 |    1344819 |    1344805 |    1344823 |    1344863 |    1344807 |    1344838 |    1344886 |    1344773 |    1344834 |     605152 |     605178 |     605236 |     605229 |     603968 |     604077 |     604144 |     604286
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
