                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100100898 |  100084362 |  100086604 |  100090143 |  100089396 |  100090554 |  100089158 |  100089812 |  100090384 |  100090958 |  100091840 |  100087583 |  100090421 |  100089257 |  100082144 |  100092126 |  100093716 |  100090001 |  100088286 |  100091708 |  100091919 |  100093503 |  100092375 |  100090394 |  100089044 |  100093962 |  100089363 |  100090598 |  100089517 |  100092705 |  100088485 |  100101407
  Cycles                             |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120 |   74706120
  IPC                                |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34
  Time (ns)                          |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700 |   20751700
  Idle time (ns)                     |        -25 |        -54 |         -0 |        -70 |        -21 |        -44 |        -52 |        -77 |        -70 |        -22 |        -38 |        -65 |        -75 |        -47 |        -42 |        -50 |        -44 |        -38 |        -91 |        -28 |        -44 |        -36 |        -21 |        -76 |        -17 |        -24 |        -24 |        -29 |        -35 |        -37 |        -50 |        -22
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8388433 |    8386968 |    8387220 |    8387518 |    8387433 |    8387552 |    8387415 |    8387498 |    8387534 |    8387609 |    8387692 |    8387291 |    8387535 |    8387422 |    8386802 |    8387718 |    8387824 |    8387506 |    8387342 |    8387682 |    8387698 |    8387808 |    8387734 |    8387534 |    8387403 |    8387850 |    8387433 |    8387565 |    8387447 |    8387757 |    8387359 |    8388468
  num incorrect                      |     607400 |     607284 |     607304 |     607334 |     607322 |     607338 |     607321 |     607330 |     607338 |     607343 |     607347 |     607309 |     607338 |     607321 |     607266 |     607350 |     607355 |     607332 |     607314 |     607346 |     607349 |     607353 |     607350 |     607338 |     607321 |     607358 |     607321 |     607339 |     607324 |     607350 |     607315 |     607401
  misprediction rate                 |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75% |      6.75%
  mpki                               |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07 |       6.07
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   14173961 |   14171655 |   14171977 |   14172460 |   14172351 |   14172518 |   14172324 |   14172400 |   14172501 |   14172577 |   14172703 |   14172110 |   14172504 |   14172335 |   14171334 |   14172742 |   14172969 |   14172436 |   14172201 |   14172686 |   14172719 |   14172933 |   14172774 |   14172501 |   14172313 |   14173000 |   14172347 |   14172525 |   14172363 |   14172821 |   14172222 |   14174029
    num misses                       |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8 |          8
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   68900784 |   68888889 |   68890522 |   68892993 |   68892456 |   68893253 |   68892323 |   68892640 |   68893174 |   68893509 |   68894200 |   68891201 |   68893191 |   68892378 |   68887157 |   68894400 |   68895572 |   68892842 |   68891638 |   68894112 |   68894267 |   68895374 |   68894560 |   68893179 |   68892263 |   68895736 |   68892441 |   68893267 |   68892511 |   68894785 |   68891747 |   68901122
    num misses                       |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7 |          7
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15
    num misses                       |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15 |         15
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   14173961 |   14171655 |   14171977 |   14172460 |   14172351 |   14172518 |   14172324 |   14172400 |   14172501 |   14172577 |   14172703 |   14172110 |   14172504 |   14172335 |   14171334 |   14172742 |   14172969 |   14172436 |   14172201 |   14172686 |   14172719 |   14172933 |   14172774 |   14172501 |   14172313 |   14173000 |   14172347 |   14172525 |   14172363 |   14172821 |   14172222 |   14174029
    num cache misses                 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320 |        320
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   68900784 |   68888889 |   68890522 |   68892993 |   68892456 |   68893253 |   68892323 |   68892640 |   68893174 |   68893509 |   68894200 |   68891201 |   68893191 |   68892378 |   68887157 |   68894400 |   68895572 |   68892842 |   68891638 |   68894112 |   68894267 |   68895374 |   68894560 |   68893179 |   68892263 |   68895736 |   68892441 |   68893267 |   68892511 |   68894785 |   68891747 |   68901122
    num cache misses                 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166 |        166
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597 |        597
    num cache misses                 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486 |        486
    miss rate                        |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41% |     81.41%
