                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100099108 |   99213633 |   99432381 |   99429047 |   99421618 |   99429100 |   99428448 |   99431499 |   99428740 |   99427004 |   99428828 |   99425674 |   99424886 |   99423529 |   99429737 |   99435596 |   99435504 |   99434205 |   99433212 |   99431156 |   99428685 |   99424200 |   99428125 |   99426592 |   99432707 |   99435632 |   99428268 |   99420251 |   99422228 |   99425042 |   99204601 |  100101379
  Cycles                             |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760 |  101246760
  IPC                                |       0.99 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.98 |       0.99
  Time (ns)                          |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100 |   28124100
  Idle time (ns)                     |         36 |         65 |         59 |         -0 |         66 |         33 |         68 |         74 |         57 |        100 |         77 |         57 |         72 |         -0 |         76 |         63 |         57 |         58 |         88 |         48 |         38 |         75 |         44 |         78 |         48 |         52 |         78 |         75 |         70 |         51 |         42 |         65
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    6638364 |    6579684 |    6594181 |    6593965 |    6593468 |    6593967 |    6593922 |    6594126 |    6593942 |    6593827 |    6593948 |    6593738 |    6593689 |    6593597 |    6594011 |    6594395 |    6594388 |    6594303 |    6594241 |    6594103 |    6593939 |    6593643 |    6593900 |    6593799 |    6594204 |    6594400 |    6593908 |    6593376 |    6593509 |    6593696 |    6579084 |    6638517
  num incorrect                      |       5120 |       5081 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5091 |       5081 |       5120
  misprediction rate                 |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08%
  mpki                               |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   12120195 |   12012960 |   12039456 |   12039054 |   12038153 |   12039059 |   12038978 |   12039350 |   12039016 |   12038806 |   12039023 |   12038643 |   12038551 |   12038385 |   12039137 |   12039846 |   12039834 |   12039677 |   12039558 |   12039309 |   12039010 |   12038467 |   12038938 |   12038756 |   12039496 |   12039851 |   12038956 |   12037987 |   12038224 |   12038565 |   12011866 |   12120471
