                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101375 |   92592945 |   92525255 |   92536559 |   92520470 |   92535532 |   92585481 |   92558590 |   92556187 |   92568158 |   92538349 |   92544920 |   92579015 |   92586530 |   92502503 |   92498641 |   92481430 |   92487968 |   92598894 |   92586763 |   92513023 |   92516585 |   92603002 |   92585380 |   92524170 |   92535843 |   92541051 |   92534628 |   92558352 |   92574997 |   92641959 |  100071153
  Cycles                             |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920 |  168154920
  IPC                                |       0.60 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.60
  Time (ns)                          |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700 |   46709700
  Idle time (ns)                     |         60 |         66 |         22 |         57 |         75 |         21 |         30 |         43 |         88 |         60 |         53 |         71 |         70 |         61 |         25 |         69 |         33 |         34 |         21 |         51 |         11 |         28 |         88 |         94 |         58 |         -0 |         21 |         48 |         23 |         62 |         63 |         25
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    7840301 |    7232722 |    7223737 |    7225238 |    7223325 |    7225102 |    7231732 |    7228162 |    7227842 |    7229430 |    7225476 |    7226347 |    7230872 |    7231871 |    7220940 |    7220428 |    7218144 |    7219012 |    7233509 |    7231901 |    7222336 |    7222811 |    7234057 |    7231719 |    7223621 |    7225141 |    7225833 |    7224982 |    7228131 |    7230340 |    7238235 |    7838440
  num incorrect                      |     447188 |     416910 |     416908 |     416910 |     416881 |     416910 |     416910 |     416910 |     416910 |     416910 |     416910 |     416910 |     416910 |     416910 |     416881 |     416881 |     416881 |     416881 |     416910 |     416910 |     416881 |     416881 |     416910 |     416910 |     416904 |     416910 |     416910 |     416910 |     416910 |     416910 |     416961 |     447027
  misprediction rate                 |      5.40% |      5.45% |      5.46% |      5.46% |      5.46% |      5.46% |      5.45% |      5.45% |      5.45% |      5.45% |      5.46% |      5.45% |      5.45% |      5.45% |      5.46% |      5.46% |      5.46% |      5.46% |      5.45% |      5.45% |      5.46% |      5.46% |      5.45% |      5.45% |      5.46% |      5.46% |      5.45% |      5.46% |      5.45% |      5.45% |      5.45% |      5.40%
