                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414
  Cycles                             |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200 |  753667200
  IPC                                |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13
  Time (ns)                          |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000 |  209352000
  Idle time (ns)                     |   10134465 |   12590788 |     271972 |    3864055 |    4501872 |    1991665 |   11794765 |   10423276 |   75081689 |   77208782 |   74734024 |   73511742 |   72893043 |   76943869 |   74793934 |   75555240 |   76124175 |   74183122 |   72077393 |   74283690 |   71924007 |   76437464 |   72313394 |   71820351 |   72860695 |   73245750 |   75302359 |   73561741 |   76920148 |   74937264 |   75289829 |   69475415
  Idle time (%)                      |       4.8% |       6.0% |       0.1% |       1.8% |       2.2% |       1.0% |       5.6% |       5.0% |      35.9% |      36.9% |      35.7% |      35.1% |      34.8% |      36.8% |      35.7% |      36.1% |      36.4% |      35.4% |      34.4% |      35.5% |      34.4% |      36.5% |      34.5% |      34.3% |      34.8% |      35.0% |      36.0% |      35.1% |      36.7% |      35.8% |      36.0% |      33.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002
  num incorrect                      |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475
  misprediction rate                 |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61%
