                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101394 |   91941149 |   91984013 |   91931228 |   91910550 |   91924449 |   91954953 |   91966257 |   91965801 |   91914717 |   91907101 |   91959931 |   91940269 |   91969875 |   91935214 |   91303055 |   91294975 |   91969573 |   91984505 |   91929252 |   91915463 |   91920717 |   91963660 |   91953332 |   91958121 |   91925183 |   91917438 |   91961457 |   91944204 |   91969245 |   91887961 |  100097054
  Cycles                             |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840 |  141270840
  IPC                                |       0.71 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.71
  Time (ns)                          |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900 |   39241900
  Idle time (ns)                     |         30 |         45 |         -0 |        -40 |        -10 |        -45 |         12 |         25 |         65 |         -0 |          7 |        -43 |        -13 |         -0 |         25 |         20 |        -29 |         -0 |        -21 |        -23 |          7 |         48 |         -7 |         -0 |         50 |        -14 |          5 |        -24 |         -0 |          7 |         -0 |         14
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   13106934 |   12049702 |   12055390 |   12048384 |   12045640 |   12047485 |   12051533 |   12053034 |   12052973 |   12046192 |   12045183 |   12052195 |   12049584 |   12053515 |   12048913 |   11967444 |   11966370 |   12053476 |   12055458 |   12048123 |   12046293 |   12046989 |   12052690 |   12051320 |   12051954 |   12047583 |   12046554 |   12052398 |   12050107 |   12053432 |   12042660 |   13106460
  num incorrect                      |      15770 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13710 |      13710 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13807 |      13806 |      15770
  misprediction rate                 |      0.12% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.11% |      0.12%
