                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100001376 |   98464212 |   98524796 |   98570177 |   98570763 |   98603679 |   98532325 |   98551805 |   98529288 |   98545266 |   98561390 |   98572506 |   98471666 |   98573465 |   98559021 |   98620046 |   98623284 |   98498516 |   98534181 |   98553032 |   98547783 |   98548661 |   98578999 |   98533083 |   98569725 |   98550689 |   98524494 |   98522934 |   98477698 |   98525273 |   98479891 |   99932809
  Cycles                             |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280 |   53342280
  IPC                                |       1.87 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.85 |       1.87
  Time (ns)                          |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300 |   14817300
  Idle time (ns)                     |          2 |         -0 |         37 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3523764 |    3488663 |    3490237 |    3491215 |    3491227 |    3491873 |    3490432 |    3490855 |    3490353 |    3490727 |    3491043 |    3491261 |    3488857 |    3491280 |    3490997 |    3492193 |    3492257 |    3489553 |    3490480 |    3490879 |    3490777 |    3490793 |    3491389 |    3490451 |    3491207 |    3490833 |    3490229 |    3490188 |    3489013 |    3490249 |    3489070 |    3522419
  num incorrect                      |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535 |      76535
  misprediction rate                 |      2.13% |      2.15% |      2.15% |      2.15% |      2.15% |      2.14% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.14% |      2.14% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.15% |      2.13%
