                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100096386 |   93358489 |   91196593 |   91162454 |   91341566 |   91346130 |   91515401 |   91532085 |   91545972 |   91513927 |   91235576 |   91204040 |   90992560 |   90961321 |   92079951 |   92115058 |   91928281 |   91893121 |   91131936 |   91165807 |   91187703 |   91167279 |   91453117 |   91435250 |   91574899 |   91596901 |   91075994 |   91108145 |   91077863 |   91058782 |   93361492 |  100101358
  Cycles                             |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760 |  143006760
  IPC                                |       0.70 |       0.65 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.65 |       0.70
  Time (ns)                          |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100 |   39724100
  Idle time (ns)                     |         -0 |         22 |         89 |         70 |         27 |         32 |        -30 |          6 |          3 |        -49 |         85 |         27 |         15 |        -20 |         54 |         41 |        -46 |          3 |         51 |        -17 |         -7 |        -10 |         79 |         26 |        -39 |        -24 |         41 |         -1 |        -18 |          0 |          4 |         42
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3153213 |    2045279 |    1997919 |    1997176 |    2001100 |    2001200 |    2004900 |    2005274 |    2005575 |    2004868 |    1998775 |    1998080 |    1993448 |    1992769 |    2017270 |    2018047 |    2013951 |    2013177 |    1996504 |    1997249 |    1997725 |    1997281 |    2003536 |    2003147 |    2006204 |    2006697 |    1995273 |    1995986 |    1995313 |    1994899 |    2045355 |    3154261
  num incorrect                      |       9120 |        436 |        427 |        427 |        428 |        428 |        428 |        428 |        428 |        428 |        428 |        427 |        426 |        426 |        430 |        431 |        430 |        430 |        427 |        427 |        427 |        427 |        428 |        428 |        428 |        429 |        426 |        427 |        426 |        426 |        436 |       9142
  misprediction rate                 |      0.29% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.29%
  mpki                               |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.09
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11423385 |   10147334 |    9912352 |    9908640 |    9928110 |    9928608 |    9947006 |    9948822 |    9950330 |    9946846 |    9916589 |    9913160 |    9890178 |    9886782 |   10008371 |   10012183 |    9991882 |    9988062 |    9905327 |    9909004 |    9911384 |    9909164 |    9940237 |    9938294 |    9953474 |    9955863 |    9899248 |    9902739 |    9899450 |    9897376 |   10147661 |   11424455
    num misses                       |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
