                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101414 |  100101414 |  100101414 |  100101413 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414
  Cycles                             |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040 |  570893040
  IPC                                |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18
  Time (ns)                          |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400 |  158581400
  Idle time (ns)                     |    1485824 |    1542707 |      59943 |     124300 |    9262938 |    9375381 |   17787502 |   17552618 |   61254354 |   60575256 |   68367185 |   67738866 |   75060372 |   74081644 |   39619231 |   40203424 |   65091463 |   65513854 |   56360842 |   55716540 |   49661689 |   49550948 |   40781495 |   39980009 |   40540016 |   40518609 |   39086005 |   41120645 |   36026892 |   36095921 |   34229596 |   35582125
  Idle time (%)                      |       0.9% |       1.0% |       0.0% |       0.1% |       5.8% |       5.9% |      11.2% |      11.1% |      38.6% |      38.2% |      43.1% |      42.7% |      47.3% |      46.7% |      25.0% |      25.4% |      41.0% |      41.3% |      35.5% |      35.1% |      31.3% |      31.2% |      25.7% |      25.2% |      25.6% |      25.6% |      24.6% |      25.9% |      22.7% |      22.8% |      21.6% |      22.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002
  num incorrect                      |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475
  misprediction rate                 |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61%
