                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100096310 |  100063942 |  100068384 |  100067692 |  100071100 |  100065374 |  100065361 |  100072453 |  100072071 |  100064010 |  100073394 |  100071379 |  100064824 |  100062798 |  100072712 |  100068791 |  100074048 |  100076558 |  100066362 |  100061909 |  100065883 |  100066967 |  100067288 |  100073632 |  100067715 |  100063000 |  100075527 |  100067022 |  100060535 |  100071994 |  100066645 |  100101386
  Cycles                             |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920 |   74410920
  IPC                                |       1.35 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.34 |       1.35
  Time (ns)                          |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700 |   20669700
  Idle time (ns)                     |         17 |         56 |         26 |         45 |         15 |         23 |         13 |         16 |         29 |         56 |         67 |         -0 |         18 |         31 |         23 |         33 |        100 |         39 |         50 |         69 |         10 |         35 |         -3 |         41 |        100 |         34 |         29 |         40 |         25 |         21 |         63 |         59
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8856767 |    8854155 |    8854487 |    8854426 |    8854777 |    8854258 |    8854258 |    8854903 |    8854870 |    8854163 |    8855009 |    8854792 |    8854214 |    8854032 |    8854912 |    8854547 |    8855053 |    8855229 |    8854337 |    8853947 |    8854293 |    8854383 |    8854402 |    8855024 |    8854430 |    8854064 |    8855164 |    8854385 |    8853819 |    8854856 |    8854354 |    8857216
  num incorrect                      |     641923 |     641643 |     641675 |     641668 |     641702 |     641651 |     641651 |     641717 |     641714 |     641643 |     641722 |     641705 |     641646 |     641639 |     641718 |     641677 |     641725 |     641747 |     641659 |     641635 |     641656 |     641661 |     641668 |     641723 |     641669 |     641641 |     641737 |     641662 |     641627 |     641713 |     641660 |     641955
  misprediction rate                 |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76% |      6.76%
  mpki                               |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41 |       6.41
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   14162116 |   14157528 |   14158135 |   14158048 |   14158534 |   14157734 |   14157732 |   14158729 |   14158676 |   14157534 |   14158860 |   14158580 |   14157644 |   14157373 |   14158765 |   14158203 |   14158943 |   14159282 |   14157857 |   14157251 |   14157806 |   14157938 |   14157986 |   14158892 |   14158050 |   14157398 |   14159142 |   14157949 |   14157046 |   14158662 |   14157892 |   14162841
    num misses                       |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   63302822 |   63281503 |   63284616 |   63284128 |   63286040 |   63282572 |   63282559 |   63286755 |   63286545 |   63281534 |   63287334 |   63286230 |   63282089 |   63280861 |   63286954 |   63284809 |   63287739 |   63289428 |   63283221 |   63280381 |   63282935 |   63283624 |   63283841 |   63287485 |   63284137 |   63280916 |   63288730 |   63283668 |   63279518 |   63286521 |   63283392 |   63306272
    num misses                       |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17 |         17
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55
    num misses                       |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55 |         55
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
