                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101406 |   96806192 |   96339271 |   96352841 |   96354331 |   96369158 |   96560276 |   96560130 |   96533700 |   96532825 |   96345030 |   96367900 |   96461194 |   96342403 |   96394200 |   96421918 |   96379268 |   96445717 |   96503283 |   96503199 |   96444331 |   96444315 |   96325146 |   96438994 |   96322085 |   96337921 |   96475728 |   96492960 |   96405659 |   96369187 |   96860071 |  100082046
  Cycles                             |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480 |   73608480
  IPC                                |       1.36 |       1.32 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.31 |       1.32 |       1.36
  Time (ns)                          |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800 |   20446800
  Idle time (ns)                     |         25 |         68 |         70 |         55 |         72 |          8 |         -0 |          8 |         29 |         81 |         73 |         53 |         75 |         -0 |         54 |         24 |         16 |         23 |         39 |         79 |         54 |         -0 |         42 |         55 |         64 |         67 |         71 |         55 |         44 |         43 |         21 |         28
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2356086 |    2299954 |    2291998 |    2292230 |    2292257 |    2292510 |    2295766 |    2295762 |    2295310 |    2295297 |    2292098 |    2292486 |    2294078 |    2292054 |    2292934 |    2293406 |    2292681 |    2293814 |    2294794 |    2294790 |    2293790 |    2293790 |    2291758 |    2293699 |    2291709 |    2291977 |    2294326 |    2294618 |    2293131 |    2292510 |    2300870 |    2355758
  num incorrect                      |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352 |      36352
  misprediction rate                 |      1.52% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.56% |      1.52%
  mpki                               |       0.36 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.36
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
