                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101393 |   96855058 |   97106955 |   97107224 |   96999101 |   97361878 |   97141421 |   97922252 |   97391566 |   96908537 |   97863443 |   96598555 |   97096200 |   97446533 |   97324842 |   96686735 |   96914846 |   97178526 |   97280320 |   97276139 |   97609922 |   97409385 |   97014055 |   97955691 |   96860584 |   97372590 |   97992734 |   96597168 |   96783605 |   97275119 |   97004904 |  100087938
  Cycles                             |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280 |  136979280
  IPC                                |       0.73 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.72 |       0.71 |       0.71 |       0.72 |       0.71 |       0.71 |       0.71 |       0.71 |       0.73
  Time (ns)                          |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800 |   38049800
  Idle time (ns)                     |         72 |          5 |         84 |         -5 |         34 |         41 |         10 |         55 |         -0 |         69 |         -0 |         52 |         62 |         43 |         -0 |         17 |         28 |         70 |          7 |         55 |         41 |         66 |         -0 |         -0 |         -0 |         -0 |         15 |         -0 |         53 |         39 |         -0 |         87
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8980898 |    8765735 |    8782431 |    8782446 |    8775284 |    8799328 |    8784717 |    8836468 |    8801297 |    8769281 |    8832573 |    8748735 |    8781718 |    8804938 |    8796874 |    8754579 |    8769698 |    8787177 |    8793921 |    8793645 |    8815770 |    8802477 |    8776275 |    8838685 |    8766101 |    8800038 |    8841138 |    8748643 |    8760999 |    8793576 |    8775668 |    8980008
  num incorrect                      |     149761 |     149707 |     149721 |     149721 |     149721 |     149721 |     149721 |     149732 |     149721 |     149721 |     149732 |     149706 |     149721 |     149721 |     149721 |     149706 |     149721 |     149721 |     149721 |     149721 |     149721 |     149721 |     149721 |     149732 |     149707 |     149721 |     149732 |     149706 |     149706 |     149721 |     149721 |     149761
  misprediction rate                 |      1.64% |      1.68% |      1.68% |      1.68% |      1.68% |      1.67% |      1.68% |      1.67% |      1.67% |      1.68% |      1.67% |      1.68% |      1.68% |      1.67% |      1.67% |      1.68% |      1.68% |      1.68% |      1.67% |      1.67% |      1.67% |      1.67% |      1.68% |      1.67% |      1.68% |      1.67% |      1.67% |      1.68% |      1.68% |      1.67% |      1.68% |      1.64%
