0	353.21
1	353.88
2	354.45
3	354.74
4	354.74
5	354.45
6	353.88
7	353.21

8	353.41
9	354.11
10	354.70
11	355.00
12	355.00
13	354.70
14	354.11
15	353.41

16	353.79
17	354.53
18	355.15
19	355.47
20	355.47
21	355.15
22	354.53
23	353.79

24	354.36
25	355.13
26	355.77
27	356.10
28	356.10
29	355.77
30	355.13
31	354.36

32	355.41
33	356.21
34	356.87
35	357.20
36	357.20
37	356.87
38	356.21
39	355.42

40	357.27
41	358.07
42	358.73
43	359.06
44	359.06
45	358.73
46	358.07
47	357.27

48	361.45
49	362.25
50	362.91
51	363.24
52	363.24
53	362.90
54	362.25
55	361.47

56	362.87
57	363.66
58	364.30
59	364.63
60	364.62
61	364.30
62	363.65
63	362.89

