                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101393 |   99628666 |   99624559 |   99625691 |   99630386 |   99632716 |   99624903 |   99623384 |   99621635 |   99621456 |   99629785 |   99631074 |   99638733 |   99637271 |   99621081 |   99620374 |   99622503 |   99622669 |   99622461 |   99622442 |   99617610 |   99618050 |   99622920 |   99622669 |   99629927 |   99631527 |   99627778 |   99628095 |   99628919 |   99628784 |   99636620 |  100092495
  Cycles                             |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600 |   53148600
  IPC                                |       1.88 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.88
  Time (ns)                          |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500 |   14763500
  Idle time (ns)                     |          5 |         -0 |         -2 |         -0 |         -0 |         -3 |         -0 |         -0 |         -1 |         -1 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -1 |        -18 |         -3 |         -1 |         -0 |         -2 |         -0 |        -11 |         -1 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   21703876 |   21601749 |   21600818 |   21601074 |   21602138 |   21602669 |   21600897 |   21600652 |   21600478 |   21600460 |   21602003 |   21602295 |   21604034 |   21603702 |   21600423 |   21600344 |   21600565 |   21600582 |   21600562 |   21600559 |   21599719 |   21599817 |   21600605 |   21600582 |   21602035 |   21602399 |   21601548 |   21601619 |   21601807 |   21601776 |   21603553 |   21702654
  num incorrect                      |      59497 |      59194 |      59192 |      59193 |      59194 |      59194 |      59192 |      59186 |      59173 |      59172 |      59194 |      59194 |      59194 |      59194 |      59169 |      59167 |      59179 |      59181 |      59179 |      59179 |      59166 |      59166 |      59183 |      59181 |      59194 |      59194 |      59194 |      59194 |      59194 |      59194 |      59194 |      59460
  misprediction rate                 |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27%
