                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100051187 |   96744210 |   95949863 |   95933490 |   95947427 |   95927105 |   95981000 |   96001200 |   95861566 |   95869868 |   95918348 |   95933095 |   95964576 |   95920594 |   96198022 |   96391876 |   96245144 |   95962463 |   95910683 |   95890550 |   95925976 |   95904901 |   95940961 |   95968343 |   95845763 |   95861791 |   96082691 |   96022425 |   96109370 |   95934170 |   96827481 |  100101383
  Cycles                             |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960 |   81696960
  IPC                                |       1.22 |       1.18 |       1.17 |       1.17 |       1.17 |       1.17 |       1.17 |       1.18 |       1.17 |       1.17 |       1.17 |       1.17 |       1.17 |       1.17 |       1.18 |       1.18 |       1.18 |       1.17 |       1.17 |       1.17 |       1.17 |       1.17 |       1.17 |       1.17 |       1.17 |       1.17 |       1.18 |       1.18 |       1.18 |       1.17 |       1.19 |       1.23
  Time (ns)                          |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600 |   22693600
  Idle time (ns)                     |        -24 |         17 |        -20 |        -21 |         -1 |        -41 |         -0 |        -79 |        -10 |          0 |        -58 |        -22 |        -32 |         -0 |         53 |         -0 |         57 |        -38 |         -0 |        -42 |        -26 |        -36 |         -6 |        -70 |         -0 |        -17 |         44 |         55 |         59 |        -44 |         43 |         46
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10179920 |    9887412 |    9808577 |    9806443 |    9808258 |    9805594 |    9812654 |    9815299 |    9796894 |    9797998 |    9804433 |    9806389 |    9810503 |    9804731 |    9833993 |    9851989 |    9838354 |    9810227 |    9803415 |    9800743 |    9805444 |    9802648 |    9807422 |    9810997 |    9794797 |    9796924 |    9823277 |    9817669 |    9825757 |    9806533 |    9896217 |   10185434
  num incorrect                      |      33032 |      23672 |      23641 |      23638 |      23641 |      23638 |      23641 |      23641 |      23638 |      23638 |      23638 |      23638 |      23641 |      23638 |      23645 |      23654 |      23651 |      23641 |      23638 |      23638 |      23638 |      23638 |      23639 |      23641 |      23636 |      23638 |      23645 |      23644 |      23645 |      23638 |      23674 |      33036
  misprediction rate                 |      0.32% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.24% |      0.32%
  mpki                               |       0.33 |       0.24 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.24 |       0.33
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   16588729 |   16075349 |   15942038 |   15939328 |   15941603 |   15938369 |   15947598 |   15951205 |   15928509 |   15929756 |   15937050 |   15939270 |   15944665 |   15937386 |   15983952 |   16016059 |   15991740 |   15944288 |   15935897 |   15932868 |   15938199 |   15935027 |   15940453 |   15945338 |   15926129 |   15928543 |   15964841 |   15954853 |   15969261 |   15939430 |   16092966 |   16597330
    num misses                       |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22 |         22
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   64139670 |   62049398 |   61542613 |   61531709 |   61541018 |   61527361 |   61563000 |   61576226 |   61482702 |   61488356 |   61521391 |   61531443 |   61552246 |   61522922 |   61701366 |   61824420 |   61731254 |   61550863 |   61516169 |   61502449 |   61526592 |   61512228 |   61536795 |   61554713 |   61471929 |   61482855 |   61628149 |   61589939 |   61645072 |   61532172 |   62098232 |   64171986
    num misses                       |      20855 |      18289 |      18211 |      18200 |      18211 |      18198 |      18215 |      18218 |      18191 |      18191 |      18198 |      18200 |      18213 |      18198 |      18231 |      18247 |      18239 |      18212 |      18196 |      18194 |      18198 |      18195 |      18204 |      18213 |      18188 |      18191 |      18227 |      18221 |      18228 |      18200 |      18319 |      20862
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
