                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100098590 |   99862111 |   99888135 |   99893506 |   99889378 |   99882972 |   99899531 |   99891289 |   99897717 |   99903836 |   99881172 |   99871354 |   99856795 |   99853317 |   99860946 |   99872594 |   99907479 |   99899534 |   99891666 |   99892043 |   99934465 |   99934103 |   99883179 |   99883701 |   99878530 |   99876370 |   99904224 |   99894566 |   99910445 |   99906517 |   99873169 |  100101385
  Cycles                             |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920 |   80656920
  IPC                                |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24
  Time (ns)                          |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700 |   22404700
  Idle time (ns)                     |          7 |         44 |         36 |         38 |         26 |         24 |         47 |          0 |         25 |          9 |         16 |         -0 |         -0 |         42 |         28 |         11 |         -0 |         -0 |         73 |          5 |         39 |         22 |         39 |         52 |         34 |         45 |         37 |         26 |         37 |         -0 |         32 |          9
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8413336 |    8393459 |    8395644 |    8396096 |    8395749 |    8395210 |    8396603 |    8395909 |    8396450 |    8396964 |    8395060 |    8394234 |    8393012 |    8392719 |    8393360 |    8394338 |    8397270 |    8396603 |    8395942 |    8395974 |    8399538 |    8399505 |    8395228 |    8395273 |    8394838 |    8394656 |    8396996 |    8396185 |    8397519 |    8397189 |    8394387 |    8413569
  num incorrect                      |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82 |         82
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
