0	350.70
1	351.29
2	351.79
3	352.04
4	352.04
5	351.79
6	351.30
7	350.70

8	350.78
9	351.40
10	351.92
11	352.18
12	352.18
13	351.92
14	351.41
15	350.79

16	350.88
17	351.53
18	352.06
19	352.34
20	352.34
21	352.07
22	351.53
23	350.90

24	350.94
25	351.60
26	352.15
27	352.43
28	352.43
29	352.15
30	351.61
31	350.96

32	350.94
33	351.61
34	352.16
35	352.43
36	352.43
37	352.15
38	351.60
39	350.96

40	350.89
41	351.54
42	352.08
43	352.35
44	352.35
45	352.07
46	351.53
47	350.90

48	350.79
49	351.41
50	351.92
51	352.18
52	352.18
53	351.92
54	351.40
55	350.79

56	350.70
57	351.30
58	351.79
59	352.05
60	352.05
61	351.79
62	351.30
63	350.70

