0	355.46
1	356.18
2	356.79
3	357.10
4	357.10
5	356.79
6	356.18
7	355.46

8	356.66
9	357.42
10	358.04
11	358.36
12	358.36
13	358.04
14	357.42
15	356.66

16	359.96
17	360.76
18	361.40
19	361.74
20	361.74
21	361.40
22	360.76
23	359.96

24	359.93
25	360.73
26	361.38
27	361.73
28	361.73
29	361.38
30	360.73
31	359.92

32	356.48
33	357.26
34	357.92
35	358.25
36	358.25
37	357.92
38	357.26
39	356.48

40	354.92
41	355.68
42	356.31
43	356.64
44	356.64
45	356.31
46	355.68
47	354.92

48	354.03
49	354.75
50	355.35
51	355.66
52	355.66
53	355.35
54	354.75
55	354.03

56	353.65
57	354.34
58	354.92
59	355.22
60	355.22
61	354.92
62	354.34
63	353.65

