Epoch,TemPo,MFU,RoundRobin,Alternation,Greedy
0,24,24,24,16,24
1,20,20,24,16,24
2,22,24,24,16,24
3,22,22,24,16,24
4,24,20,24,16,24
5,24,20,24,16,24
6,24,20,24,16,24
7,24,22,24,16,24
8,24,22,24,16,24
9,24,22,24,16,24
10,24,24,24,16,24
11,22,20,24,16,24
12,20,18,24,16,24
13,20,18,16,16,24
14,20,18,16,16,22
15,22,20,16,16,20
16,22,22,16,16,20
17,22,24,24,16,20
18,20,22,22,16,22
19,18,22,24,16,22
20,20,20,22,16,22
21,22,18,20,16,20
22,22,16,18,16,22
23,22,18,18,16,20
24,20,20,18,16,20
25,20,22,22,16,22
26,22,22,22,16,20
27,18,24,22,16,22
28,20,22,22,16,20
29,24,22,18,16,20
30,22,18,20,16,22
31,22,18,18,16,20
32,18,16,18,16,20
33,16,18,22,16,20
34,20,22,22,16,20
35,22,22,24,16,12
36,24,24,22,12,14
37,24,22,20,16,14
38,18,20,18,12,16
39,10,18,18,16,16
40,12,18,20,16,16
41,16,16,20,16,14
42,16,20,22,16,14
43,16,14,22,16,12
44,16,14,24,16,14
45,14,16,24,16,14
46,12,16,22,16,14
47,14,16,18,16,14
48,16,14,18,16,14
49,12,14,16,16,14
50,12,12,18,16,14
51,12,14,22,16,14
52,16,12,24,16,16
53,16,14,24,16,14
54,16,12,24,16,14
55,16,14,20,16,12
56,12,14,18,16,14
57,12,16,16,16,14
58,12,16,16,16,16
59,16,16,20,16,16
60,16,16,22,12,14
61,14,14,24,16,14
62,14,12,24,12,14
63,12,12,20,16,14
64,14,12,20,12,12
65,14,12,18,16,12
66,16,12,18,16,12
67,14,6,22,16,14
68,14,8,20,16,14
69,16,8,22,16,14
70,14,10,22,16,14
71,14,14,24,16,12
72,12,14,24,16,12
73,8,16,24,16,8
74,10,14,24,16,10
75,8,10,24,16,10
76,10,10,24,16,10
77,10,8,24,16,12
78,10,8,24,16,10
79,8,12,24,16,14
80,12,12,24,16,14
81,12,14,24,16,12
82,14,14,24,16,10
83,14,12,24,16,10
84,8,12,24,16,8
85,8,8,24,16,10
86,8,10,24,16,8
87,8,10,24,16,10
88,8,10,24,16,12
89,8,8,24,16,8
90,8,8,24,16,8
91,8,8,24,16,6
92,8,8,24,16,8
93,8,8,24,16,8
94,8,8,24,16,8
95,8,8,24,16,8
96,8,8,24,12,8
97,8,8,24,16,8
98,8,8,24,12,8
99,8,8,24,16,8
100,8,8,24,12,8
101,8,8,24,16,8
102,8,8,24,16,8
103,8,8,24,16,8
104,8,8,24,16,8
105,8,8,24,16,8
106,8,8,24,16,8
107,8,8,24,16,8
108,8,8,24,16,8
109,8,8,24,16,8
110,8,8,24,16,8
111,8,8,24,16,8
112,8,8,24,12,8
113,8,8,24,16,8
114,8,8,24,12,8
115,8,8,24,16,8
116,8,8,24,12,8
117,8,8,24,16,8
118,8,8,24,16,8
119,8,8,24,16,8
120,8,8,24,16,8
121,8,8,24,16,8
122,8,8,24,16,8
123,8,8,24,16,8
124,8,8,24,16,8
125,8,8,24,16,8
126,8,8,24,16,8
127,8,8,24,16,8
128,8,8,24,16,8
129,8,8,24,16,8
130,8,8,24,16,8
131,8,8,24,16,8
132,8,8,24,16,8
133,8,8,24,16,8
134,8,8,24,12,8
135,8,8,24,16,8
136,8,8,24,12,8
137,8,8,24,16,8
138,8,8,24,16,8
139,4,6,24,16,4
140,4,4,24,16,4
141,4,4,24,16,4
142,,2,24,16,2
143,,,24,16,
144,,,24,16,
145,,,24,16,
146,,,24,16,
147,,,24,16,
148,,,24,16,
149,,,24,16,
150,,,24,16,
151,,,24,16,
152,,,24,16,
153,,,24,16,
154,,,24,16,
155,,,24,16,
156,,,24,16,
157,,,24,16,
158,,,24,16,
159,,,24,16,
160,,,24,16,
161,,,24,16,
162,,,24,16,
163,,,24,,
164,,,24,,
165,,,24,,
166,,,24,,
167,,,24,,
168,,,24,,
169,,,24,,
170,,,24,,
171,,,24,,
172,,,24,,
173,,,24,,
174,,,24,,
175,,,24,,
176,,,24,,
177,,,24,,
178,,,24,,
