Epoch,TemPo,MFU,RoundRobin,Alternation,Greedy
0,6,6,6,4,7
1,6,7,6,4,8
2,6,7,6,4,8
3,6,7,6,4,6
4,6,5,6,4,7
5,7,6,6,4,7
6,7,6,6,4,7
7,8,6,6,4,7
8,8,7,6,4,7
9,6,6,6,4,8
10,7,7,6,4,8
11,6,5,6,4,7
12,6,5,6,4,7
13,6,5,4,4,7
14,6,5,4,4,6
15,6,5,4,4,6
16,6,6,4,4,6
17,6,6,6,4,6
18,6,6,6,4,6
19,6,6,6,4,6
20,6,5,6,4,6
21,6,5,6,4,6
22,6,4,5,4,6
23,6,5,5,4,5
24,6,5,5,4,5
25,5,6,6,4,6
26,6,6,6,4,6
27,5,6,6,4,6
28,5,6,6,4,5
29,6,6,5,4,5
30,6,5,6,4,6
31,6,5,5,4,6
32,6,4,5,4,5
33,5,5,6,4,5
34,6,6,6,4,5
35,6,6,6,4,4
36,6,6,6,4,4
37,6,6,6,4,4
38,6,5,5,4,4
39,4,5,5,4,4
40,4,5,6,4,4
41,4,4,6,4,4
42,4,5,6,4,4
43,4,4,6,4,4
44,4,4,6,4,4
45,4,4,6,4,4
46,4,4,6,4,4
47,4,4,5,4,4
48,4,4,5,4,4
49,4,4,4,4,4
50,4,3,5,4,4
51,4,4,6,4,4
52,4,4,6,4,4
53,4,4,6,4,4
54,4,3,6,4,4
55,4,4,6,4,4
56,4,4,5,4,4
57,4,4,4,4,4
58,4,4,4,4,4
59,4,4,6,4,4
60,4,4,6,4,4
61,4,4,6,4,4
62,4,3,6,4,4
63,4,3,6,4,4
64,4,4,6,4,3
65,4,4,5,4,3
66,4,3,5,4,4
67,4,2,6,4,4
68,4,2,6,4,4
69,4,2,6,4,4
70,4,3,6,4,4
71,4,4,6,4,4
72,4,4,6,4,4
73,3,4,6,4,2
74,3,4,6,4,3
75,2,3,6,4,3
76,3,3,6,4,3
77,3,2,6,4,4
78,3,2,6,4,3
79,3,4,6,4,4
80,4,4,6,4,4
81,4,4,6,4,4
82,4,4,6,4,3
83,4,4,6,4,3
84,2,4,6,4,3
85,2,2,6,4,4
86,2,3,6,4,3
87,2,3,6,4,4
88,2,4,6,4,4
89,2,2,6,4,3
90,2,2,6,4,3
91,2,2,6,4,2
92,2,2,6,4,2
93,2,2,6,4,2
94,2,2,6,4,2
95,2,2,6,4,2
96,2,2,6,4,2
97,2,2,6,4,2
98,2,2,7,4,2
99,2,2,6,4,2
100,2,2,6,4,2
101,2,2,6,4,2
102,2,2,6,4,2
103,2,2,6,4,2
104,2,2,6,4,2
105,2,2,6,4,2
106,2,2,6,4,2
107,2,2,6,4,2
108,2,2,6,4,2
109,2,2,6,4,2
110,2,2,6,4,2
111,2,2,6,4,2
112,2,2,6,4,2
113,2,2,6,4,2
114,2,2,6,4,2
115,2,2,6,4,2
116,2,2,6,4,2
117,2,2,6,4,2
118,2,2,6,4,2
119,2,2,6,4,2
120,2,2,6,4,2
121,2,2,6,4,2
122,2,2,6,4,2
123,2,2,6,4,2
124,2,2,6,4,2
125,2,2,6,4,2
126,2,2,6,4,2
127,2,2,6,4,2
128,2,2,6,4,2
129,2,2,6,4,2
130,2,2,6,4,2
131,2,2,6,4,2
132,2,2,6,4,2
133,2,2,6,4,2
134,2,2,6,4,2
135,2,2,6,4,2
136,2,2,6,4,2
137,2,2,6,4,2
138,2,2,6,4,2
139,2,2,6,4,1
140,2,2,6,4,1
141,2,2,6,4,1
142,,1,6,4,1
143,,,6,4,
144,,,6,4,
145,,,6,4,
146,,,6,4,
147,,,6,4,
148,,,6,4,
149,,,6,4,
150,,,6,4,
151,,,6,4,
152,,,6,4,
153,,,6,4,
154,,,6,4,
155,,,6,4,
156,,,6,4,
157,,,6,4,
158,,,6,4,
159,,,6,4,
160,,,6,4,
161,,,6,4,
162,,,6,4,
163,,,6,,
164,,,6,,
165,,,6,,
166,,,6,,
167,,,6,,
168,,,6,,
169,,,6,,
170,,,6,,
171,,,6,,
172,,,6,,
173,,,6,,
174,,,6,,
175,,,6,,
176,,,6,,
177,,,6,,
178,,,6,,
