Epoch,TemPo,MFU,RoundRobin,Alternation,Greedy
84,46.1017,57.2123,65.8883,28.764399999999995,37.0795
85,32.2373,45.2066,65.04220000000001,29.036299999999997,39.8796
86,32.3025,51.7536,66.0462,29.539900000000003,33.4107
87,32.1346,49.8286,65.3685,28.9354,37.7268
88,46.0502,41.3368,66.3108,30.5552,51.4039
89,45.9137,32.4457,65.2629,28.458200000000005,37.4907
90,45.89,32.3528,65.4252,30.197400000000002,41.2746
91,45.846,45.9043,65.2396,28.774500000000003,31.254000000000005
92,45.9075,46.0547,65.7052,30.239800000000002,38.9559
93,45.8992,45.9893,65.436,29.308899999999994,38.8244
94,45.7775,46.0112,60.878,29.4191,45.6768
95,45.8147,45.9422,54.8937,28.444100000000006,45.5719
96,45.651,45.9465,51.7924,24.2273,45.6863
97,45.5967,45.7997,41.5697,29.206999999999994,45.6622
98,45.6629,45.7836,38.0984,23.7688,45.5454
99,45.6703,45.7452,44.758,28.435900000000004,45.6716
100,45.7321,45.7443,44.9924,24.149,45.5427
101,45.4049,45.717,48.7356,28.392899999999997,45.5385
102,45.6358,45.5431,48.2665,29.791700000000006,45.5224
103,45.3322,45.6367,50.9413,28.858800000000002,45.4332
104,45.6877,45.5817,44.8348,30.6147,45.7093
105,45.5234,45.7037,51.9232,28.551900000000003,45.4922
106,45.2679,45.466,51.523,29.9786,45.5564
107,45.7623,45.58,51.1637,29.212199999999996,45.6991
108,45.3986,45.7245,44.7296,29.264700000000005,45.5957
109,45.4652,45.5192,51.8415,28.913200000000003,45.4393
110,45.5679,45.5977,51.4075,29.631100000000004,45.5689
111,45.5105,45.6422,51.1311,28.756699999999995,45.6806
112,45.6658,45.6723,44.6949,24.367000000000004,45.7118
113,45.4174,45.6467,51.7185,29.155900000000003,45.608
114,45.4883,45.5041,51.519,24.540599999999998,45.5514
115,45.6572,45.6438,50.836,28.732299999999995,45.6466
116,45.3413,45.5289,48.503,23.733199999999997,45.4514
117,45.4562,45.5252,49.7597,28.2787,45.6157
118,45.7055,45.7429,49.3147,29.1528,45.7804
119,45.3694,45.5452,50.4458,28.585400000000007,45.52
120,45.5538,45.462,44.6093,30.013000000000005,45.4585
121,45.668,45.6246,51.6997,28.3998,45.601
122,45.4369,45.5816,51.275,29.2466,45.6415
123,45.6331,45.5282,50.8996,28.988699999999994,45.6341
124,45.291,45.4976,44.6306,29.347399999999993,45.6036
125,45.5724,45.476,51.5484,43.7304,45.3619
126,45.6013,45.5225,51.1248,29.341800000000006,45.4605
127,45.5321,45.5514,51.1143,29.4687,45.5412
128,45.7314,45.7095,51.4815,29.228300000000004,45.5224
129,45.5221,45.5338,51.6821,29.187399999999997,45.5564
130,45.6532,45.4786,49.2896,29.467699999999994,45.5686
131,45.6695,45.6304,50.8982,28.736099999999993,45.5928
132,45.4087,45.6374,44.5808,30.346999999999994,45.5332
133,45.6722,45.6452,50.9009,28.962699999999998,45.5891
134,45.4318,45.6481,50.4716,62.3304,45.5475
135,45.5365,45.555,51.1091,28.213700000000003,45.5525
136,45.5413,45.4953,44.6421,23.5972,45.4246
137,45.325,45.4114,51.6788,27.962699999999998,45.4788
138,45.7163,45.5791,51.2304,28.6156,45.5927
139,26.718000000000004,36.1824,50.4732,27.6045,26.688299999999998
140,21.917299999999997,23.623900000000006,51.3241,28.1032,21.117800000000003
141,19.906999999999996,20.460400000000007,51.378,27.298100000000005,19.845799999999997
142,,13.856499999999997,50.9436,27.811700000000002,13.825699999999998
143,,,51.1849,27.040400000000005,
144,,,44.6225,27.522599999999997,
145,,,51.6155,26.820700000000002,
146,,,51.183,39.6815,
147,,,49.9912,26.632199999999997,
148,,,51.3876,40.2412,
149,,,51.3992,26.470699999999994,
150,,,50.9634,26.939499999999995,
151,,,51.2497,26.3318,
152,,,51.4911,40.2019,
153,,,51.7481,26.212100000000007,
154,,,50.7496,26.6571,
155,,,50.9227,26.108999999999995,
156,,,44.6452,26.565799999999996,
157,,,51.374,26.019900000000007,
158,,,50.7496,34.2031,
159,,,50.6735,25.9431,
160,,,51.4338,26.382000000000005,
161,,,51.8441,25.876499999999993,
162,,,50.6486,39.1447,
163,,,51.0168,,
164,,,44.7062,,
165,,,51.8729,,
166,,,51.4437,,
167,,,51.0461,,
168,,,44.5719,,
169,,,51.4921,,
170,,,51.3675,,
171,,,50.9465,,
172,,,44.6,,
173,,,51.5286,,
174,,,51.1027,,
175,,,50.7964,,
176,,,44.4652,,
177,,,50.4401,,
178,,,50.0105,,
