                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101396 |   99532716 |   99536323 |   99553502 |   99528131 |   99544450 |   99586088 |   99570176 |   99583537 |   99582393 |   99565348 |   99566146 |   99534766 |   99531955 |   99592088 |   99592904 |   99575147 |   99562717 |   99548383 |   99548987 |   99551416 |   99571539 |   99604744 |   99604983 |   99577096 |   99577590 |   99572904 |   99557737 |   99579311 |   99557270 |   99528507 |  100080262
  Cycles                             |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720 |   47997720
  IPC                                |       2.09 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.08 |       2.08 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.07 |       2.09
  Time (ns)                          |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700 |   13332700
  Idle time (ns)                     |         59 |         19 |         20 |         45 |         -0 |         24 |         36 |         -0 |         48 |          8 |         41 |         60 |         77 |         62 |         -0 |         45 |         -3 |         11 |         48 |         -3 |         20 |         30 |         51 |         16 |         19 |         33 |         -0 |         56 |         15 |         -0 |         38 |         60
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   12600506 |   12516850 |   12517256 |   12519354 |   12516277 |   12518243 |   12523419 |   12521331 |   12523064 |   12522894 |   12520730 |   12520873 |   12517116 |   12516774 |   12524187 |   12524331 |   12521931 |   12520415 |   12518743 |   12518787 |   12519091 |   12521515 |   12525920 |   12525939 |   12522208 |   12522293 |   12521654 |   12519829 |   12522496 |   12519771 |   12516322 |   12597263
  num incorrect                      |     214062 |     213342 |     213352 |     213421 |     213321 |     213379 |     213563 |     213497 |     213552 |     213549 |     213476 |     213478 |     213348 |     213339 |     213587 |     213589 |     213518 |     213464 |     213395 |     213401 |     213413 |     213504 |     213631 |     213633 |     213523 |     213527 |     213509 |     213442 |     213536 |     213439 |     213322 |     214062
  misprediction rate                 |      1.67% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.68% |      1.67%
  mpki                               |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14 |       2.14
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13097831 |   13021733 |   13022186 |   13024365 |   13021147 |   13023211 |   13028512 |   13026479 |   13028180 |   13028032 |   13025861 |   13025968 |   13021991 |   13021634 |   13029275 |   13029387 |   13027107 |   13025526 |   13023716 |   13023790 |   13024099 |   13026648 |   13030902 |   13030933 |   13027357 |   13027417 |   13026821 |   13024894 |   13027642 |   13024837 |   13021194 |   13094951
    num misses                       |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   42418946 |   42181681 |   42183134 |   42190047 |   42179823 |   42186396 |   42203078 |   42196791 |   42202071 |   42201635 |   42194829 |   42195128 |   42182470 |   42181331 |   42205469 |   42205774 |   42198780 |   42193770 |   42187979 |   42188236 |   42189211 |   42197287 |   42210447 |   42210556 |   42199515 |   42199690 |   42197882 |   42191750 |   42200406 |   42191561 |   42179975 |   42409897
    num misses                       |      15690 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15688 |      15690
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
