Epoch,Alternation,MFU,RoundRobin,TemPo,Greedy
0,26.769199999999998,25.9685,27.3474,25.9685,26.569000000000003
1,27.0349,28.2147,26.7057,28.2207,27.646299999999997
2,27.1794,27.0195,27.2797,27.018500000000003,26.9339
3,26.2333,26.387500000000003,25.904200000000003,26.3861,26.5644
4,26.7172,26.887300000000003,27.081899999999997,26.8855,26.447499999999998
5,26.064999999999998,26.82,25.7363,26.817500000000003,26.404200000000003
6,26.5601,26.908299999999997,26.6428,26.907400000000003,26.3191
7,25.9897,26.9332,25.593200000000003,26.935200000000002,26.326900000000002
8,26.4238,26.905299999999997,26.828699999999998,26.902299999999997,26.2778
9,25.9095,26.926099999999998,25.5631,26.925199999999997,26.2042
10,26.3628,26.8566,26.7708,26.8607,26.2044
11,25.8206,26.846600000000002,25.459699999999998,26.842599999999997,26.0796
12,26.2909,26.7603,26.679499999999997,26.7564,26.0674
13,25.749499999999998,26.738,25.3985,26.7329,26.027500000000003
14,26.179499999999997,26.6749,26.5768,26.6768,25.9713
15,25.6592,26.7055,25.304000000000002,26.7025,26.3166
16,26.129800000000003,26.660600000000002,26.479100000000003,26.661499999999997,26.284
17,25.599600000000002,26.676099999999998,25.287799999999997,26.6821,26.489199999999997
18,26.066200000000002,26.635599999999997,26.410200000000003,26.6286,26.42
19,25.574800000000003,26.640300000000003,25.2078,26.6443,26.456699999999998
20,25.990499999999997,26.5897,26.365699999999997,26.587699999999998,26.465000000000003
21,25.529400000000003,26.6229,25.1695,26.6229,26.520200000000003
22,25.9414,26.581899999999997,26.347299999999997,26.5798,26.487499999999997
23,25.502200000000002,26.5895,25.1216,26.5865,26.4921
24,25.9131,26.5285,26.3238,26.5304,26.465200000000003
25,25.467799999999997,26.5578,25.0897,26.558799999999998,26.471600000000002
26,25.881100000000004,26.515500000000003,26.2759,26.5175,26.3966
27,25.461100000000002,26.398400000000002,25.064999999999998,26.4054,25.810299999999998
28,25.855200000000004,25.841700000000003,26.2633,25.8418,25.7511
29,25.436300000000003,25.354999999999997,25.045099999999998,25.356099999999998,25.752499999999998
30,25.833199999999998,25.4062,26.2327,25.4063,25.7271
31,25.401600000000002,25.377000000000002,25.032600000000002,25.378,25.734900000000003
32,25.8196,25.200499999999998,26.2128,25.2016,25.6879
33,25.4026,25.2061,25.0128,25.205199999999998,25.6894
34,25.792499999999997,25.176699999999997,26.186100000000003,25.175800000000002,25.668999999999997
35,25.3613,25.1518,25.003999999999998,25.152900000000002,25.6736
36,25.7907,25.1115,26.189700000000002,25.1145,25.6393
37,25.340600000000002,25.0963,24.989800000000002,25.096400000000003,25.6259
38,25.759999999999998,25.0907,26.113100000000003,25.0907,25.6284
39,25.182499999999997,25.042700000000004,24.9812,25.042700000000004,25.614800000000002
40,25.732799999999997,22.8354,26.018099999999997,22.834400000000002,25.569000000000003
41,25.152900000000002,20.578000000000003,24.9581,20.5781,20.642899999999997
42,25.6764,20.567500000000003,25.9195,20.567500000000003,20.6282
43,25.1462,20.5494,24.9508,20.5494,20.627899999999997
44,25.663400000000003,20.530900000000003,25.876399999999997,20.530900000000003,20.6023
45,25.14,20.531399999999998,24.944699999999997,20.531399999999998,20.5916
46,25.602800000000002,20.5073,25.8121,20.5073,20.5749
47,25.1344,20.500999999999998,24.939799999999998,20.5011,20.563299999999998
48,25.570099999999996,20.4916,25.769799999999996,20.4916,20.5456
49,25.129800000000003,20.487900000000003,24.9354,20.487900000000003,20.535899999999998
50,25.577599999999997,20.474800000000002,25.781799999999997,20.474800000000002,20.518099999999997
51,25.1261,20.473300000000002,24.931800000000003,20.4713,18.251600000000003
52,25.5334,20.4563,25.747300000000003,20.4563,18.2318
53,25.122700000000002,18.2006,24.9287,18.2006,18.2123
54,25.53,18.183799999999998,25.760599999999997,18.183799999999998,18.1869
55,25.1199,18.171999999999997,24.926099999999998,18.171999999999997,18.173900000000003
56,25.526899999999998,18.1462,25.7573,18.145899999999997,18.1505
57,25.117600000000003,18.136899999999997,24.923900000000003,18.1372,18.140500000000003
58,25.5242,18.115499999999997,25.7545,18.115499999999997,18.1199
59,25.115499999999997,18.106099999999998,24.9221,18.106099999999998,18.1143
60,25.522199999999998,18.0899,25.7354,18.0899,18.0938
61,25.113799999999998,18.0826,24.920299999999997,18.080599999999997,18.090200000000003
62,25.520400000000002,15.732700000000001,25.757599999999996,15.732700000000001,18.071599999999997
63,25.1124,15.725099999999998,24.9193,15.725099999999998,18.068600000000004
64,25.5188,15.709899999999998,25.756100000000004,15.709899999999998,18.052500000000002
65,25.1113,15.6954,24.9182,15.6954,18.048000000000002
66,25.517699999999998,15.682000000000002,25.730400000000003,15.682000000000002,18.036099999999998
67,25.1102,15.669699999999999,24.9172,15.669699999999999,18.0328
68,25.515700000000002,15.658299999999997,25.729300000000002,15.658299999999997,15.697600000000001
69,25.1094,15.6477,24.9165,15.6477,15.692599999999999
70,25.532899999999998,7.095399999999998,25.728299999999997,7.095399999999998,9.2513
71,25.1092,,24.915999999999997,,7.110900000000001
72,25.5137,,25.7275,,
73,25.108199999999997,,24.915300000000002,,
74,25.533700000000003,,25.7267,,
75,25.1081,,24.915,,
76,25.512999999999998,,25.7265,,
77,25.1077,,24.914700000000003,,
78,25.5289,,25.725900000000003,,
79,25.1077,,24.914499999999997,,
80,25.5126,,25.741500000000002,,
81,25.107300000000002,,24.9144,,
82,25.512300000000003,,25.7254,,
83,25.1072,,24.9142,,
84,25.5122,,25.7432,,
85,25.107100000000003,,24.914299999999997,,
86,25.512,,25.7434,,
87,25.1066,,24.914499999999997,,
88,25.512099999999997,,25.725099999999998,,
89,25.107,,24.914299999999997,,
90,25.533900000000003,,25.741,,
91,25.107100000000003,,24.9146,,
92,25.5319,,25.7449,,
93,25.1072,,24.914099999999998,,
94,25.532200000000003,,25.744999999999997,,
95,25.1074,,24.914499999999997,,
96,25.5291,,25.746899999999997,,
97,25.1074,,24.9146,,
98,25.530299999999997,,25.7429,,
99,25.107599999999998,,24.9148,,
100,25.534399999999998,,25.7449,,
101,25.1081,,24.914900000000003,,
102,25.529600000000002,,25.746299999999998,,
103,25.107799999999997,,24.915,,
104,25.532600000000002,,25.741300000000003,,
105,25.107999999999997,,24.9152,,
106,25.5328,,25.7444,,
107,25.108199999999997,,24.915399999999998,,
108,25.5338,,25.745399999999997,,
109,25.1083,,,,
110,25.529000000000003,,,,
111,25.1085,,,,
112,25.533099999999997,,,,
113,25.1085,,,,
114,25.533299999999997,,,,
