                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |   98220702 |  100101452 |   99846385 |   94889768 |   99625231 |   93558991 |   99828936 |   94239581 |   92325075 |   92253227 |   93413914 |   92360636 |   93939730 |   98837017 |   91954675 |   97475711 |   91096653 |   99815630 |   99422655 |   93706790 |   99834483 |   93689230 |   99756573 |   93205756 |   92920834 |   89175290 |   91819860 |   92540137 |   91648293 |   98791048 |   94132439 |   99144049
  Cycles                             |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000 |  127026000
  IPC                                |       0.77 |       0.79 |       0.79 |       0.75 |       0.78 |       0.74 |       0.79 |       0.74 |       0.73 |       0.73 |       0.74 |       0.73 |       0.74 |       0.78 |       0.72 |       0.77 |       0.72 |       0.79 |       0.78 |       0.74 |       0.79 |       0.74 |       0.79 |       0.73 |       0.73 |       0.70 |       0.72 |       0.73 |       0.72 |       0.78 |       0.74 |       0.78
  Time (ns)                          |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000 |   35285000
  Idle time (ns)                     |        -12 |         -6 |        -20 |         -3 |        -23 |         -9 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |        -42 |         -0 |        -60 |        -52 |        -49 |         -6 |         -0 |        -26 |         -8 |        -36 |         -1 |         -0 |        -12 |        -22 |         -0 |        -22 |         -9 |         -0 |         -0 |        -71
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5762985 |    5794938 |    5790610 |    5706365 |    5786850 |    5683757 |    5790311 |    5695314 |    5662782 |    5661562 |    5681290 |    5663386 |    5690226 |    5773458 |    5656489 |    5750322 |    5641906 |    5790085 |    5783410 |    5686266 |    5790405 |    5685970 |    5789082 |    5677753 |    5672906 |    5609258 |    5654194 |    5666442 |    5651274 |    5772674 |    5693498 |    5778674
  num incorrect                      |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829 |     101829
  misprediction rate                 |      1.74% |      1.73% |      1.73% |      1.75% |      1.73% |      1.76% |      1.73% |      1.76% |      1.77% |      1.77% |      1.76% |      1.77% |      1.76% |      1.73% |      1.77% |      1.74% |      1.77% |      1.73% |      1.73% |      1.76% |      1.73% |      1.76% |      1.73% |      1.76% |      1.76% |      1.78% |      1.77% |      1.77% |      1.77% |      1.73% |      1.76% |      1.73%
  mpki                               |       1.04 |       1.02 |       1.02 |       1.07 |       1.02 |       1.09 |       1.02 |       1.08 |       1.10 |       1.10 |       1.09 |       1.10 |       1.08 |       1.03 |       1.11 |       1.04 |       1.12 |       1.02 |       1.02 |       1.09 |       1.02 |       1.09 |       1.02 |       1.09 |       1.10 |       1.14 |       1.11 |       1.10 |       1.11 |       1.03 |       1.08 |       1.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11109423 |   11283194 |   11259612 |   10801868 |   11239170 |   10678905 |   11258002 |   10741816 |   10564981 |   10558345 |   10665503 |   10568253 |   10714100 |   11166358 |   10530766 |   11040619 |   10451532 |   11256772 |   11220461 |   10692570 |   11258512 |   10690947 |   11251314 |   10646304 |   10620011 |   10274031 |   10518330 |   10584822 |   10502516 |   11162114 |   10731912 |   11194746
    num misses                       |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   37461664 |   38274210 |   38164034 |   36022370 |   38068498 |   35447449 |   38156486 |   35741444 |   34914263 |   34883216 |   35384765 |   34929640 |   35611916 |   37727951 |   34754225 |   37139778 |   34383484 |   38150748 |   37980967 |   35511283 |   38158891 |   35503699 |   38125232 |   35294793 |   35171664 |   33553373 |   34695957 |   35007210 |   34621788 |   37708086 |   35695160 |   37860571
