                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100076484 |   92064119 |   92143687 |   92158345 |   92114041 |   92108742 |   92130565 |   92122802 |   92094931 |   92078947 |   92142241 |   92145049 |   92181977 |   92177314 |   92036805 |   92016710 |   92012750 |   92013047 |   92144370 |   92156060 |   92138479 |   92143464 |   92125591 |   92117810 |   92111540 |   92115465 |   92099663 |   92101240 |   92201172 |   92193430 |   92140537 |  100101386
  Cycles                             |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000 |  141471000
  IPC                                |       0.71 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.71
  Time (ns)                          |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500 |   39297500
  Idle time (ns)                     |        -34 |        -64 |        -57 |        -16 |        -28 |        -13 |         -0 |         -9 |         -1 |         -9 |        -39 |         -5 |         -9 |        -42 |        -31 |        -74 |        -44 |        -18 |         -0 |         -9 |        -20 |         -2 |        -12 |        -64 |         -7 |        -16 |        -61 |        -12 |        -26 |         -8 |        -64 |         -9
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    9709314 |    8846353 |    8855096 |    8856710 |    8851836 |    8851255 |    8853657 |    8852802 |    8849739 |    8847983 |    8854941 |    8855247 |    8859306 |    8858792 |    8843350 |    8841160 |    8840573 |    8840622 |    8855174 |    8856455 |    8854527 |    8855072 |    8853112 |    8852253 |    8851565 |    8851995 |    8850260 |    8850434 |    8861416 |    8860562 |    8854749 |    9711287
  num incorrect                      |     312832 |     291583 |     291584 |     291584 |     291583 |     291583 |     291584 |     291584 |     291583 |     291583 |     291584 |     291584 |     291585 |     291585 |     291582 |     291569 |     291556 |     291556 |     291584 |     291584 |     291584 |     291584 |     291584 |     291584 |     291583 |     291584 |     291583 |     291583 |     291585 |     291585 |     291584 |     312948
  misprediction rate                 |      3.12% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.19% |      3.12%
