                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414
  Cycles                             |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440 |  822358440
  IPC                                |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12
  Time (ns)                          |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900 |  228432900
  Idle time (ns)                     |    4517361 |    4290263 |     271912 |    2317710 |    2038327 |    6081390 |    9794722 |    8374842 |  118103693 |  117626637 |  108013832 |  106240815 |  116098223 |  115985517 |  117874705 |  118257539 |  124748721 |  121850489 |  125471256 |  125436815 |  123118189 |  123118448 |  124921897 |  125783410 |  126523978 |  125055015 |  125511918 |  123399479 |  123052090 |  123121598 |  123755096 |  123856608
  Idle time (%)                      |       2.0% |       1.9% |       0.1% |       1.0% |       0.9% |       2.7% |       4.3% |       3.7% |      51.7% |      51.5% |      47.3% |      46.5% |      50.8% |      50.8% |      51.6% |      51.8% |      54.6% |      53.3% |      54.9% |      54.9% |      53.9% |      53.9% |      54.7% |      55.1% |      55.4% |      54.7% |      54.9% |      54.0% |      53.9% |      53.9% |      54.2% |      54.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002
  num incorrect                      |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475
  misprediction rate                 |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61%
