                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394
  Cycles                             |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400 |  515309400
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500 |  143141500
  Idle time (ns)                     |    4078370 |    4077276 |     906531 |     883609 |      42534 |      19971 |    3006486 |    3006774 |   53913942 |   53914412 |   53624318 |   53566343 |   54862036 |   54885148 |   53854915 |   53789421 |   75636965 |   75700735 |   75907759 |   75912030 |   75859126 |   75859489 |   75852798 |   75852359 |   99607622 |   99642252 |   99639897 |   99638161 |   99641217 |   99642741 |   99631438 |   99630244
  Idle time (%)                      |       2.8% |       2.8% |       0.6% |       0.6% |       0.0% |       0.0% |       2.1% |       2.1% |      37.7% |      37.7% |      37.5% |      37.4% |      38.3% |      38.3% |      37.6% |      37.6% |      52.8% |      52.9% |      53.0% |      53.0% |      53.0% |      53.0% |      53.0% |      53.0% |      69.6% |      69.6% |      69.6% |      69.6% |      69.6% |      69.6% |      69.6% |      69.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934
  num incorrect                      |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770
  misprediction rate                 |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12%
