0	324.96
1	325.25
2	325.45
3	325.56
4	325.56
5	325.46
6	325.25
7	324.97

8	325.18
9	325.55
10	325.81
11	325.93
12	325.93
13	325.81
14	325.56
15	325.18

16	325.45
17	325.91
18	326.22
19	326.36
20	326.36
21	326.22
22	325.92
23	325.45

24	325.82
25	326.40
26	326.75
27	326.91
28	326.91
29	326.75
30	326.40
31	325.82

32	326.58
33	327.26
34	327.65
35	327.83
36	327.83
37	327.66
38	327.26
39	326.57

40	326.86
41	327.60
42	328.03
43	328.21
44	328.22
45	328.04
46	327.61
47	326.86

48	326.94
49	327.68
50	328.16
51	328.34
52	328.35
53	328.17
54	327.70
55	326.94

56	326.85
57	327.53
58	327.98
59	328.14
60	328.15
61	327.99
62	327.55
63	326.86

