0	358.81
1	359.65
2	360.36
3	360.73
4	360.73
5	360.36
6	359.65
7	358.82

8	360.35
9	361.23
10	361.97
11	362.35
12	362.35
13	361.96
14	361.23
15	360.36

16	364.54
17	365.48
18	366.25
19	366.66
20	366.65
21	366.24
22	365.47
23	364.56

24	366.03
25	367.00
26	367.79
27	368.20
28	368.20
29	367.78
30	366.99
31	366.05

32	366.00
33	366.96
34	367.76
35	368.16
36	368.16
37	367.74
38	366.96
39	366.01

40	364.50
41	365.43
42	366.21
43	366.60
44	366.60
45	366.19
46	365.43
47	364.50

48	360.33
49	361.21
50	361.94
51	362.32
52	362.32
53	361.94
54	361.20
55	360.33

56	358.80
57	359.64
58	360.35
59	360.71
60	360.71
61	360.34
62	359.64
63	358.80

