Epoch,MFU,Greedy,TemPo,RoundRobin,Alternation
0,16,16,16,16,16
1,12,16,12,16,16
2,16,16,14,16,16
3,14,16,14,16,16
4,16,16,14,16,16
5,16,16,14,16,16
6,14,16,16,16,16
7,14,16,14,16,16
8,14,16,16,16,16
9,14,16,16,16,16
10,16,16,16,16,16
11,14,16,12,16,16
12,16,16,16,16,16
13,14,16,16,16,16
14,14,16,16,16,16
15,16,16,12,16,16
16,12,16,12,16,16
17,14,16,16,16,16
18,14,16,16,16,16
19,14,16,16,16,16
20,16,16,12,16,16
21,16,16,14,16,16
22,14,16,16,16,16
23,14,16,14,16,16
24,16,16,14,16,16
25,16,16,16,16,16
26,14,16,16,16,16
27,14,16,16,16,16
28,16,16,12,16,16
29,16,16,14,16,16
30,14,16,16,16,16
31,16,16,16,16,16
32,12,16,16,16,16
33,14,16,12,16,16
34,16,16,14,16,16
35,12,16,16,16,16
36,16,16,14,16,16
37,16,16,16,16,16
38,16,16,16,16,16
39,16,16,16,16,16
40,16,16,12,16,16
41,16,16,14,16,16
42,16,16,14,16,16
43,16,16,16,16,16
44,16,16,14,16,16
45,12,16,14,16,16
46,14,12,16,16,16
47,14,12,16,16,16
48,16,14,16,16,16
49,14,14,12,16,16
50,16,12,14,16,16
51,16,14,16,16,16
52,16,14,14,16,16
53,16,12,16,16,16
54,16,14,16,16,16
55,16,12,16,16,16
56,12,14,16,16,16
57,14,14,16,16,16
58,16,12,14,16,16
59,14,14,14,16,16
60,14,12,14,16,16
61,16,14,14,16,16
62,14,12,14,16,16
63,14,14,12,16,16
64,14,14,10,16,16
65,14,12,14,16,16
66,14,12,12,16,16
67,14,12,12,16,16
68,14,12,12,16,16
69,10,14,10,16,16
70,10,14,12,16,16
71,10,12,14,16,16
72,8,12,12,16,16
73,12,10,14,16,16
74,8,12,14,16,16
75,8,12,12,16,16
76,8,12,12,16,16
77,8,14,14,16,16
78,8,14,12,16,16
79,8,12,12,16,16
80,8,12,12,16,16
81,8,10,10,16,16
82,8,10,8,16,16
83,6,12,8,16,16
84,6,12,8,16,16
85,2,14,4,16,16
86,2,14,4,16,16
87,2,12,2,16,16
88,,14,2,16,16
89,,12,2,16,16
90,,12,,16,16
91,,10,,16,16
92,,12,,16,16
93,,10,,16,16
94,,10,,16,16
95,,10,,16,16
96,,10,,16,16
97,,12,,16,16
98,,12,,16,16
99,,10,,16,16
100,,10,,16,16
101,,10,,16,16
102,,8,,16,16
103,,10,,16,16
104,,10,,16,16
105,,8,,16,16
106,,10,,16,16
107,,10,,16,16
108,,10,,16,16
109,,10,,16,16
110,,10,,16,16
111,,8,,16,16
112,,8,,16,16
113,,8,,16,16
114,,8,,16,16
115,,8,,16,16
116,,8,,16,16
117,,8,,16,16
118,,8,,16,16
119,,8,,16,16
120,,6,,16,16
121,,6,,16,16
122,,6,,16,16
123,,6,,16,16
124,,6,,16,16
125,,4,,16,16
126,,2,,16,16
127,,2,,16,16
128,,2,,16,16
129,,2,,16,16
130,,2,,16,16
131,,,,16,16
132,,,,16,16
133,,,,16,16
134,,,,16,16
135,,,,16,16
136,,,,16,16
137,,,,,16
