Epoch,MFU,Greedy,TemPo,RoundRobin,Alternation
84,33.3326,53.965,30.0084,25.759099999999997,28.1393
85,15.618899999999996,63.103975,18.975499999999997,24.931199999999997,27.913600000000002
86,14.311799999999998,63.059517,17.4354,25.771900000000002,28.3549
87,12.105400000000003,57.42316,12.2269,24.930500000000002,27.656599999999997
88,,59.57923,12.150599999999997,25.765700000000002,28.2896
89,,56.69795,12.064500000000002,24.929699999999997,27.5409
90,,62.1242,,25.768900000000002,28.1753
91,,51.8535,,24.9292,27.9416
92,,54.38735,,25.7633,28.4495
93,,51.6895,,24.9287,54.67611
94,,49.9968,,25.779600000000002,27.941200000000002
95,,42.9674,,24.9283,27.8609
96,,39.486000000000004,,25.751399999999997,39.664100000000005
97,,51.2893,,24.9279,53.1016
98,,51.2394,,25.775599999999997,27.7652
99,,48.328,,24.927599999999998,27.2072
100,,48.2694,,25.7684,28.3328
101,,42.8508,,24.927100000000003,27.6851
102,,35.1311,,25.762900000000002,27.9428
103,,37.9538,,24.9272,27.3189
104,,42.6421,,25.7436,28.651000000000003
105,,35.6646,,24.927100000000003,28.462699999999998
106,,43.333600000000004,,25.770200000000003,28.076500000000003
107,,43.395399999999995,,24.9268,27.5732
108,,49.546099999999996,,25.752299999999998,28.113
109,,49.7295,,24.926699999999997,27.9551
110,,49.878299999999996,,25.7372,28.469900000000003
111,,45.6231,,24.926299999999998,27.4899
112,,45.501400000000004,,25.7545,28.1684
113,,45.317499999999995,,24.926299999999998,27.826500000000003
114,,45.4574,,25.7733,28.864600000000003
115,,45.4765,,24.926299999999998,28.105200000000004
116,,45.5571,,25.8074,28.2875
117,,45.623599999999996,,24.9262,42.2462
118,,45.325900000000004,,25.745600000000003,28.1284
119,,45.5094,,24.926499999999997,27.5118
120,,36.0584,,56.68933,28.2322
121,,31.6978,,24.926299999999998,52.6113
122,,31.003999999999998,,25.7813,27.9137
123,,30.825499999999998,,24.926299999999998,27.815399999999997
124,,30.768500000000003,,25.750300000000003,28.825000000000003
125,,23.1132,,24.9264,27.406399999999998
126,,14.4022,,25.7611,28.272
127,,12.494700000000002,,24.926499999999997,27.454700000000003
128,,11.9484,,48.607,28.6094
129,,11.872999999999998,,24.926299999999998,27.507199999999997
130,,11.822299999999998,,25.7592,28.4247
131,,,,24.9264,27.975700000000003
132,,,,25.775,55.13373
133,,,,24.926299999999998,27.271500000000003
134,,,,47.6402,54.50945
135,,,,24.9264,47.3241
136,,,,25.745800000000003,27.650199999999998
137,,,,,27.223999999999997
