                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100001397 |   99743080 |   99773701 |   99768742 |   99770193 |   99753948 |   99765906 |   99754540 |   99762278 |   99759681 |   99760802 |   99770919 |   99758360 |   99755767 |   99766218 |   99758025 |   99757971 |   99743023 |   99758585 |   99759118 |   99760068 |   99752987 |   99763269 |   99753730 |   99764588 |   99754680 |   99772713 |   99761521 |   99769906 |   99763971 |   99750716 |   99997637
  Cycles                             |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760 |   40289760
  IPC                                |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48 |       2.48
  Time (ns)                          |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600 |   11191600
  Idle time (ns)                     |        -41 |        -32 |        -24 |        -29 |        -29 |        -33 |        -29 |        -34 |        -28 |        -28 |        -27 |        -35 |        -33 |        -29 |        -26 |        -31 |        -24 |        -34 |        -28 |        -29 |        -27 |        -33 |        -30 |        -21 |        -29 |         -0 |        -24 |        -29 |        -23 |        -28 |        -29 |        -42
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1870653 |    1866948 |    1867403 |    1867227 |    1867241 |    1867023 |    1867196 |    1867028 |    1867159 |    1867063 |    1867078 |    1867290 |    1867053 |    1867036 |    1867199 |    1867051 |    1867051 |    1866948 |    1867054 |    1867059 |    1867067 |    1867016 |    1867166 |    1867022 |    1867177 |    1867030 |    1867396 |    1867116 |    1867236 |    1867172 |    1867002 |    1870524
  num incorrect                      |       7996 |       7988 |       7989 |       7989 |       7989 |       7988 |       7989 |       7988 |       7989 |       7988 |       7988 |       7989 |       7988 |       7988 |       7989 |       7988 |       7988 |       7988 |       7988 |       7988 |       7988 |       7988 |       7989 |       7988 |       7989 |       7988 |       7989 |       7988 |       7989 |       7989 |       7988 |       7996
  misprediction rate                 |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43% |      0.43%
  mpki                               |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9004687 |    8981703 |    8984450 |    8984011 |    8984146 |    8982641 |    8983764 |    8982704 |    8983448 |    8983158 |    8983261 |    8984207 |    8983044 |    8982788 |    8983802 |    8983010 |    8983002 |    8981700 |    8983057 |    8983105 |    8983180 |    8982563 |    8983529 |    8982629 |    8983644 |    8982721 |    8984356 |    8983357 |    8984112 |    8983583 |    8982338 |    9004352
    num misses                       |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
