                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100074432 |   94804479 |   94729171 |   94731158 |   94727695 |   94888362 |   94729443 |   94776111 |   94718163 |   94741941 |   94795646 |   94734338 |   94806013 |   94788987 |   94727990 |   93715859 |   93696797 |   94769490 |   94715833 |   94735101 |   94727281 |   94796015 |   94749649 |   94776234 |   94718334 |   94729927 |   94915646 |   94747261 |   94777245 |   94780765 |   94757641 |  100101375
  Cycles                             |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880 |  229394880
  IPC                                |       0.44 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.41 |       0.44
  Time (ns)                          |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800 |   63720800
  Idle time (ns)                     |         54 |         77 |        100 |         74 |        100 |         40 |         21 |         63 |         53 |         13 |         97 |         12 |         59 |         67 |         87 |        -30 |         31 |         71 |         48 |         28 |        100 |         98 |         97 |         75 |         -0 |         74 |         60 |         59 |         51 |          9 |        100 |         63
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2971117 |    2815441 |    2813025 |    2813081 |    2812980 |    2817848 |    2813034 |    2814569 |    2812694 |    2813406 |    2815181 |    2813177 |    2815486 |    2814977 |    2812989 |    2782976 |    2782432 |    2814323 |    2812622 |    2813201 |    2812968 |    2815193 |    2813643 |    2814573 |    2812700 |    2813048 |    2818637 |    2813569 |    2814611 |    2814727 |    2813886 |    2971963
  num incorrect                      |     350716 |     329254 |     329218 |     329226 |     329218 |     329576 |     329218 |     329234 |     329212 |     329231 |     329239 |     329226 |     329256 |     329239 |     329218 |     325144 |     325050 |     329234 |     329212 |     329226 |     329218 |     329239 |     329231 |     329234 |     329212 |     329220 |     329717 |     329231 |     329234 |     329239 |     329233 |     350803
  misprediction rate                 |     10.56% |     10.47% |     10.48% |     10.48% |     10.48% |     10.47% |     10.48% |     10.47% |     10.48% |     10.48% |     10.47% |     10.48% |     10.47% |     10.47% |     10.48% |     10.46% |     10.46% |     10.47% |     10.48% |     10.48% |     10.48% |     10.47% |     10.48% |     10.47% |     10.48% |     10.48% |     10.47% |     10.48% |     10.47% |     10.47% |     10.47% |     10.56%
  mpki                               |       3.50 |       3.47 |       3.48 |       3.48 |       3.48 |       3.47 |       3.48 |       3.47 |       3.48 |       3.48 |       3.47 |       3.48 |       3.47 |       3.47 |       3.48 |       3.47 |       3.47 |       3.47 |       3.48 |       3.48 |       3.48 |       3.47 |       3.47 |       3.47 |       3.48 |       3.48 |       3.47 |       3.47 |       3.47 |       3.47 |       3.47 |       3.50
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
