                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101376 |   97868902 |   97344665 |   97378470 |   97365837 |   97363941 |   97397095 |   97422894 |   97338978 |   97308146 |   97363833 |   97362641 |   97385969 |   97353216 |   97431580 |   97431433 |   97435000 |   97488331 |   97394257 |   97402781 |   97382758 |   97382657 |   97419827 |   97402575 |   97370134 |   97369936 |   97397142 |   97371165 |   97356497 |   97373256 |   97824228 |  100077602
  Cycles                             |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280 |  143828280
  IPC                                |       0.70 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.70
  Time (ns)                          |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300 |   39952300
  Idle time (ns)                     |         59 |         -0 |         -2 |         -0 |         -1 |        -42 |         -2 |         -0 |         -0 |         -0 |         -0 |         -3 |         -6 |         -0 |        -15 |        -13 |         -0 |         -3 |         -3 |        -34 |         -0 |         -0 |        -10 |        -26 |         -0 |         -0 |        -48 |        -18 |         -1 |          7 |         -0 |         -7
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    7551739 |    7362670 |    7319719 |    7322604 |    7321624 |    7321480 |    7324036 |    7326002 |    7319306 |    7316811 |    7321472 |    7321373 |    7323226 |    7320388 |    7326758 |    7326756 |    7327123 |    7331095 |    7323774 |    7324459 |    7322946 |    7322931 |    7325737 |    7324444 |    7322067 |    7322046 |    7324037 |    7322151 |    7320717 |    7322272 |    7359371 |    7549832
  num incorrect                      |     889210 |     862221 |     856262 |     856669 |     856531 |     856511 |     856953 |     857288 |     856205 |     855866 |     856508 |     856489 |     856791 |     856340 |     857414 |     857409 |     857447 |     857998 |     856908 |     857041 |     856719 |     856715 |     857249 |     857032 |     856592 |     856591 |     856953 |     856601 |     856397 |     856611 |     861734 |     888909
  misprediction rate                 |     10.53% |     10.48% |     10.47% |     10.47% |     10.47% |     10.47% |     10.47% |     10.48% |     10.47% |     10.47% |     10.47% |     10.47% |     10.47% |     10.47% |     10.48% |     10.48% |     10.48% |     10.48% |     10.47% |     10.48% |     10.47% |     10.47% |     10.48% |     10.48% |     10.47% |     10.47% |     10.47% |     10.47% |     10.47% |     10.47% |     10.48% |     10.53%
  mpki                               |       8.88 |       8.81 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.80 |       8.81 |       8.88
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   14653394 |   14301864 |   14219430 |   14224889 |   14222998 |   14222636 |   14227697 |   14231827 |   14218624 |   14213841 |   14222618 |   14222439 |   14226062 |   14220846 |   14233277 |   14233259 |   14233874 |   14242077 |   14227240 |   14228645 |   14225598 |   14225582 |   14231286 |   14228608 |   14223675 |   14223643 |   14227702 |   14223866 |   14221363 |   14224134 |   14295006 |   14649662
    num misses                       |       4069 |       3324 |       3154 |       3161 |       3160 |       3158 |       3162 |       3172 |       3153 |       3141 |       3158 |       3158 |       3161 |       3156 |       3172 |       3172 |       3172 |       3174 |       3161 |       3163 |       3161 |       3161 |       3172 |       3163 |       3161 |       3161 |       3162 |       3161 |       3157 |       3161 |       3318 |       4058
    miss rate                        |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03%
    mpki                             |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.04
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   59118967 |   57845193 |   57544850 |   57564282 |   57557061 |   57556034 |   57574312 |   57589201 |   57541538 |   57524010 |   57555960 |   57555212 |   57568223 |   57549895 |   57594030 |   57593935 |   57596032 |   57626646 |   57572882 |   57577676 |   57566747 |   57566691 |   57587372 |   57577544 |   57559351 |   57559267 |   57574347 |   57559938 |   57551711 |   57561242 |   57819332 |   59105273
    num misses                       |     103623 |      98712 |      97783 |      97848 |      97826 |      97821 |      97887 |      97954 |      97777 |      97734 |      97821 |      97814 |      97867 |      97797 |      97969 |      97969 |      97978 |      98059 |      97878 |      97912 |      97867 |      97866 |      97944 |      97911 |      97839 |      97838 |      97889 |      97839 |      97805 |      97839 |      98622 |     103557
    miss rate                        |      0.18% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.17% |      0.18%
    mpki                             |       1.04 |       1.01 |       1.00 |       1.00 |       1.00 |       1.00 |       1.01 |       1.01 |       1.00 |       1.00 |       1.00 |       1.00 |       1.00 |       1.00 |       1.01 |       1.01 |       1.01 |       1.01 |       1.00 |       1.01 |       1.00 |       1.00 |       1.01 |       1.01 |       1.00 |       1.00 |       1.01 |       1.00 |       1.00 |       1.00 |       1.01 |       1.03
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     107692 |     102036 |     100937 |     101009 |     100986 |     100979 |     101049 |     101126 |     100930 |     100875 |     100979 |     100972 |     101028 |     100953 |     101141 |     101141 |     101150 |     101233 |     101039 |     101075 |     101028 |     101027 |     101116 |     101074 |     101000 |     100999 |     101051 |     101000 |     100962 |     101000 |     101940 |     107615
    num misses                       |      18616 |      18098 |      17994 |      18000 |      17997 |      17997 |      18010 |      18017 |      17994 |      17991 |      17997 |      17996 |      18004 |      17995 |      18017 |      18017 |      18017 |      18023 |      18006 |      18014 |      18004 |      18004 |      18017 |      18014 |      17999 |      17999 |      18010 |      17999 |      17996 |      17999 |      18087 |      18606
    miss rate                        |     17.29% |     17.74% |     17.83% |     17.82% |     17.82% |     17.82% |     17.82% |     17.82% |     17.83% |     17.83% |     17.82% |     17.82% |     17.82% |     17.83% |     17.81% |     17.81% |     17.81% |     17.80% |     17.82% |     17.82% |     17.82% |     17.82% |     17.82% |     17.82% |     17.82% |     17.82% |     17.82% |     17.82% |     17.82% |     17.82% |     17.74% |     17.29%
    mpki                             |       0.19 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.18 |       0.19
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   14653394 |   14301864 |   14219430 |   14224889 |   14222998 |   14222636 |   14227697 |   14231827 |   14218624 |   14213841 |   14222618 |   14222439 |   14226062 |   14220846 |   14233277 |   14233259 |   14233874 |   14242077 |   14227240 |   14228645 |   14225598 |   14225582 |   14231286 |   14228608 |   14223675 |   14223643 |   14227702 |   14223866 |   14221363 |   14224134 |   14295006 |   14649662
    num cache misses                 |     702927 |     642156 |     627256 |     628089 |     627853 |     627673 |     628798 |     629888 |     627265 |     626297 |     627607 |     627621 |     628634 |     627541 |     630162 |     630130 |     630381 |     631731 |     628361 |     628747 |     628378 |     628248 |     629740 |     629078 |     627794 |     627762 |     628619 |     627949 |     627396 |     627877 |     641204 |     702045
    miss rate                        |      4.80% |      4.49% |      4.41% |      4.42% |      4.41% |      4.41% |      4.42% |      4.43% |      4.41% |      4.41% |      4.41% |      4.41% |      4.42% |      4.41% |      4.43% |      4.43% |      4.43% |      4.44% |      4.42% |      4.42% |      4.42% |      4.42% |      4.43% |      4.42% |      4.41% |      4.41% |      4.42% |      4.41% |      4.41% |      4.41% |      4.49% |      4.79%
