                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101223 |   95053763 |   94408216 |   94406264 |   94339188 |   94340946 |   94319029 |   94324601 |   94403049 |   94409199 |   94417891 |   94412523 |   94353460 |   94356667 |   94677681 |   94539185 |   94568182 |   94738527 |   94467952 |   94517840 |   94305506 |   94303410 |   94319523 |   94326906 |   94366488 |   94362721 |   94324264 |   94327903 |   94339458 |   94343675 |   95091034 |  100101376
  Cycles                             |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640 |  131354640
  IPC                                |       0.76 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.72 |       0.76
  Time (ns)                          |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400 |   36487400
  Idle time (ns)                     |         -4 |        -38 |         -3 |         39 |        -42 |         -0 |         -3 |         -0 |        -49 |        -33 |         -0 |         -0 |         -0 |         -0 |        -59 |         -0 |         -0 |         -0 |         -0 |         -0 |         -0 |        -29 |         -0 |         -0 |         -0 |         -0 |         16 |         -0 |         -6 |         -0 |        -19 |         55
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   11848457 |   11130198 |   11042505 |   11042221 |   11033140 |   11033392 |   11030140 |   11030969 |   11041788 |   11042631 |   11043939 |   11043080 |   11035172 |   11035638 |   11079657 |   11060990 |   11064954 |   11087526 |   11050925 |   11058028 |   11028143 |   11027813 |   11030230 |   11031346 |   11036884 |   11036336 |   11030908 |   11031526 |   11033161 |   11033846 |   11135548 |   11848484
  num incorrect                      |     281969 |     269258 |     267273 |     267270 |     267108 |     267111 |     267071 |     267084 |     267267 |     267273 |     267286 |     267275 |     267146 |     267149 |     268104 |     267682 |     267782 |     268297 |     267460 |     267616 |     267043 |     267036 |     267071 |     267089 |     267191 |     267174 |     267084 |     267090 |     267108 |     267115 |     269372 |     281969
  misprediction rate                 |      2.32% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.36% |      2.32%
