0	358.92
1	359.70
2	360.35
3	360.66
4	360.66
5	360.35
6	359.71
7	358.93

8	359.08
9	359.88
10	360.54
11	360.86
12	360.86
13	360.54
14	359.89
15	359.09

16	359.32
17	360.14
18	360.81
19	361.15
20	361.16
21	360.81
22	360.15
23	359.33

24	358.53
25	359.35
26	360.02
27	360.37
28	360.38
29	360.02
30	359.35
31	358.54

32	356.17
33	356.97
34	357.64
35	357.98
36	357.98
37	357.64
38	356.97
39	356.17

40	354.98
41	355.75
42	356.39
43	356.72
44	356.72
45	356.39
46	355.75
47	354.98

48	354.29
49	355.02
50	355.63
51	355.95
52	355.95
53	355.63
54	355.02
55	354.29

56	353.98
57	354.67
58	355.26
59	355.57
60	355.57
61	355.26
62	354.67
63	353.98

