                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101356 |   96880680 |   96952304 |   96945019 |   96927294 |   96947457 |   96991644 |   97013802 |   96989962 |   96984953 |   96965948 |   96956562 |   96983230 |   97000754 |   96985254 |   96996028 |   96932016 |   96905528 |   97021705 |   97014613 |   96920708 |   96927285 |   96976788 |   96975192 |   97039109 |   97056675 |   96983195 |   96978126 |   96985794 |   96965891 |   96844187 |  100058985
  Cycles                             |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560 |  136069560
  IPC                                |       0.74 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.74
  Time (ns)                          |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100 |   37797100
  Idle time (ns)                     |         64 |         11 |         -0 |         -0 |         65 |        -18 |          7 |          7 |         -0 |         34 |         -0 |        -16 |        -22 |          9 |         10 |         -0 |         52 |        -13 |         -0 |         17 |         28 |         35 |         -6 |        -49 |        -15 |         33 |         45 |        -11 |         67 |         30 |          2 |         -6
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    9034132 |    8709860 |    8717088 |    8716456 |    8714741 |    8716661 |    8721270 |    8723384 |    8721087 |    8720580 |    8718526 |    8717444 |    8720405 |    8722141 |    8720613 |    8721721 |    8715145 |    8712543 |    8724115 |    8723463 |    8714167 |    8714740 |    8719724 |    8719576 |    8725887 |    8727764 |    8720400 |    8719854 |    8720668 |    8718517 |    8706337 |    9030007
  num incorrect                      |     170337 |     162511 |     162680 |     162653 |     162600 |     162661 |     162753 |     162828 |     162748 |     162732 |     162703 |     162701 |     162725 |     162784 |     162733 |     162764 |     162619 |     162547 |     162861 |     162832 |     162571 |     162600 |     162715 |     162708 |     162915 |     162938 |     162725 |     162719 |     162734 |     162703 |     162373 |     170212
  misprediction rate                 |      1.85% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.83% |      1.85%
  mpki                               |       1.70 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.68 |       1.70
