0	325.38
1	325.67
2	325.88
3	325.97
4	325.96
5	325.85
6	325.63
7	325.32

8	325.62
9	326.00
10	326.25
11	326.37
12	326.35
13	326.21
14	325.95
15	325.55

16	325.90
17	326.39
18	326.69
19	326.82
20	326.81
21	326.64
22	326.32
23	325.83

24	326.31
25	326.91
26	327.26
27	327.41
28	327.38
29	327.20
30	326.83
31	326.23

32	327.14
33	327.86
34	328.24
35	328.40
36	328.36
37	328.16
38	327.76
39	327.04

40	327.45
41	328.23
42	328.62
43	328.78
44	328.72
45	328.51
46	328.10
47	327.33

48	327.53
49	328.31
50	328.69
51	328.83
52	328.72
53	328.52
54	328.11
55	327.34

56	327.43
57	328.14
58	328.47
59	328.59
60	328.48
61	328.30
62	327.94
63	327.24

