Epoch,MFU,Alternation,Greedy,RoundRobin,TemPo
0,35.8389,26.769199999999998,35.8389,36.6396,35.8389
1,67.4183,30.263900000000007,39.6965,67.4303,67.5123
2,67.4443,38.8048,38.9684,64.0352,67.3801
3,67.2608,29.578900000000004,38.8913,39.3823,67.30539999999999
4,67.2788,26.7106,38.8607,64.3204,67.2924
5,67.82849999999999,29.446200000000005,38.7894,40.0214,67.9509
6,67.9134,26.5783,38.8434,62.2879,68.1197
7,68.0445,29.3532,38.8319,39.5056,68.5892
8,67.7949,26.435599999999994,39.0695,40.6104,67.82900000000001
9,68.6349,25.877399999999994,38.8477,40.2184,68.95230000000001
10,68.58709999999999,26.459400000000002,38.722,63.589,68.5604
11,68.4399,29.240399999999994,38.74,40.0562,68.79050000000001
12,68.93090000000001,26.3215,38.737,40.8184,69.0426
13,68.8126,25.9063,38.6575,40.3605,69.206
14,68.8792,26.396500000000003,38.6406,63.8764,40.8398
15,68.99889999999999,29.344899999999996,39.291,39.909,42.1238
16,69.4273,26.248800000000003,39.2768,41.0023,41.5488
17,69.9928,29.0925,66.7009,40.5266,68.4143
18,69.7778,26.1507,67.1339,64.0947,69.06960000000001
19,70.1341,28.9829,67.4664,39.9732,69.54599999999999
20,70.0019,52.683,67.924,52.8364,69.7171
21,50.9864,28.956199999999995,68.2589,40.6088,69.5876
22,31.938500000000005,26.0017,67.7919,64.2443,69.9302
23,31.898200000000003,28.8814,68.1457,40.0808,69.7013
24,42.2584,25.9555,68.6858,41.2541,70.0375
25,41.9738,25.492500000000007,68.5387,40.7487,50.9549
26,69.0557,41.6063,69.0118,62.7527,31.968199999999996
27,69.4152,28.8596,68.9671,36.828,31.8724
28,69.4637,25.941599999999994,69.2615,41.3943,42.3306
29,69.4356,28.795500000000004,69.3288,40.8844,42.068
30,69.4892,25.9277,69.4419,64.22540000000001,69.08709999999999
31,69.6508,28.812799999999996,69.9014,40.1955,69.2522
32,69.9452,41.4501,69.8018,41.313,69.4
33,70.1322,28.7616,70.0089,40.7946,69.6403
34,31.9914,25.824700000000007,70.01910000000001,64.0771,69.6626
35,18.274199999999993,28.741600000000005,37.248,36.8927,56.1401
36,28.8373,25.794200000000004,30.4422,41.3973,56.0005
37,28.515299999999996,28.643199999999993,42.1121,40.8764,55.8732
38,55.2812,25.811800000000005,41.89,64.2574,56.0883
39,55.6217,28.666799999999995,56.1145,40.2997,56.2494
40,55.8295,25.757999999999996,55.547,41.4729,56.1718
41,55.7403,28.740300000000005,55.9062,40.9513,55.8557
42,55.5094,25.745500000000007,55.4647,64.22370000000001,55.8327
43,55.5373,28.651899999999998,55.7867,40.3158,55.9813
44,55.7758,25.748599999999996,45.9153,41.4574,56.0357
45,55.8024,28.641400000000004,45.7001,40.9312,56.0188
46,50.7948,25.752700000000004,46.1027,63.3986,46.117
47,50.9712,25.3091,45.5663,38.7633,45.9067
48,50.5926,25.888499999999993,45.7797,38.1883,45.8105
49,50.5955,28.680999999999997,45.7861,37.6268,46.1121
50,50.9645,25.801900000000003,45.6916,64.1887,46.1016
51,45.9339,28.652100000000004,45.9031,36.9375,46.0045
52,45.9002,25.800200000000004,45.6356,38.1009,45.7658
53,45.7343,28.672700000000006,45.6284,37.5474,45.6816
54,45.6065,37.3796,45.6381,63.8235,45.7428
55,45.6429,28.676900000000003,45.5726,36.9026,45.839
56,45.671,25.745199999999997,45.6591,38.0898,45.776
57,45.6973,25.331199999999995,45.6577,37.5403,45.7085
58,45.5575,25.9101,45.3434,64.0545,45.6674
59,45.3033,28.767300000000006,45.5832,36.8814,45.738
60,45.5642,25.8296,45.4592,38.0442,45.6627
61,45.6036,28.686800000000005,45.5591,37.5013,45.8492
62,45.7042,25.8009,45.8327,61.8275,45.7295
63,45.7375,28.7102,45.4839,36.8524,45.5229
64,45.3861,25.809200000000004,45.494,38.0222,45.6003
65,45.5,25.368499999999997,45.4375,37.4842,45.5036
66,45.4032,26.174599999999998,45.3802,64.0471,45.7011
67,45.4205,25.502799999999993,45.6233,36.8512,45.5441
68,45.5339,26.0201,45.3617,38.0195,45.5036
69,45.3787,27.376999999999995,45.4806,37.4817,45.6598
70,45.4821,25.932299999999998,45.4921,62.4554,26.749899999999997
71,26.6704,25.4289,45.434,36.8422,
72,,25.8643,45.5669,38.0109,
73,,25.385400000000004,45.3761,37.4783,
74,,25.802000000000007,45.3883,64.1656,
75,,25.348600000000005,45.4451,36.8509,
76,,25.7774,45.2416,38.0147,
77,,25.3172,45.518,37.4812,
78,,25.736099999999993,45.3358,64.34270000000001,
79,,25.2902,45.5953,36.8635,
80,,25.714600000000004,45.4859,38.0274,
81,,25.267300000000006,26.621499999999997,37.4929,
82,,49.2966,22.134200000000007,63.6639,
83,,25.247600000000006,,36.8698,
84,,25.685100000000006,,38.0358,
85,,25.2307,,37.5024,
86,,25.663600000000002,,62.6686,
87,,25.216399999999993,,36.8696,
88,,25.636700000000005,,38.0377,
89,,25.204099999999997,,37.5058,
90,,50.9888,,55.7446,
91,,25.1935,,,
92,,25.616600000000005,,,
93,,25.184399999999997,,,
94,,25.610200000000006,,,
95,,25.176599999999993,,,
96,,25.585099999999997,,,
97,,25.169600000000003,,,
98,,25.5938,,,
99,,25.164199999999994,,,
100,,25.583,,,
101,,25.1592,,,
102,,25.5728,,,
103,,25.154899999999998,,,
104,,25.570400000000006,,,
105,,25.151200000000003,,,
106,,25.558499999999995,,,
107,,25.1481,,,
108,,41.0891,,,
109,,25.145300000000006,,,
110,,25.559399999999997,,,
111,,25.143,,,
112,,25.552899999999994,,,
113,,25.141099999999994,,,
114,,25.565700000000007,,,
115,,25.139399999999995,,,
116,,25.575900000000004,,,
117,,25.137900000000002,,,
118,,41.1734,,,
119,,25.136399999999995,,,
120,,39.6451,,,
121,,25.135199999999998,,,
122,,25.553700000000006,,,
123,,25.134299999999996,,,
124,,25.539699999999996,,,
125,,25.133300000000006,,,
126,,52.6436,,,
127,,25.132499999999993,,,
128,,25.548900000000003,,,
129,,25.131699999999995,,,
130,,36.5834,,,
131,,25.131200000000007,,,
132,,25.556600000000003,,,
133,,25.130799999999994,,,
134,,36.7731,,,
135,,25.130399999999995,,,
136,,25.551500000000004,,,
137,,25.129900000000006,,,
138,,30.084000000000003,,,
