Epoch,MFU,Alternation,Greedy,RoundRobin,TemPo
0,24,16,24,24,24
1,24,16,24,24,24
2,24,16,24,24,24
3,24,16,24,24,24
4,24,16,24,24,24
5,24,16,24,24,24
6,24,16,24,24,24
7,24,16,24,24,24
8,24,16,24,24,24
9,24,16,24,24,24
10,24,16,24,24,24
11,24,16,24,24,24
12,24,16,24,24,24
13,24,16,24,24,24
14,24,16,24,24,24
15,24,16,24,24,24
16,24,16,24,24,24
17,24,16,24,24,24
18,24,16,24,24,24
19,24,16,24,24,24
20,24,16,24,24,24
21,20,16,24,24,24
22,16,16,24,24,24
23,16,16,24,24,24
24,24,16,24,24,24
25,24,16,24,24,20
26,24,16,24,24,16
27,24,16,24,24,16
28,24,16,24,24,24
29,24,16,24,24,24
30,24,16,24,24,24
31,24,16,24,24,24
32,24,16,24,24,24
33,24,16,24,24,24
34,16,16,24,24,24
35,8,16,12,24,16
36,16,16,12,24,16
37,16,16,16,24,16
38,16,16,16,24,16
39,16,16,16,24,16
40,16,16,16,24,16
41,16,16,16,24,16
42,16,16,16,24,16
43,16,16,16,24,16
44,16,16,8,24,16
45,16,16,8,24,16
46,12,16,8,24,8
47,12,16,8,24,8
48,12,16,8,24,8
49,12,16,8,24,8
50,12,16,8,24,8
51,8,16,8,24,8
52,8,16,8,24,8
53,8,16,8,24,8
54,8,16,8,24,8
55,8,16,8,24,8
56,8,16,8,24,8
57,8,16,8,24,8
58,8,16,8,24,8
59,8,16,8,24,8
60,8,16,8,24,8
61,8,16,8,24,8
62,8,16,8,24,8
63,8,16,8,24,8
64,8,16,8,24,8
65,8,16,8,24,8
66,8,16,8,24,8
67,8,16,8,24,8
68,8,16,8,24,8
69,8,16,8,24,8
70,8,16,8,24,4
71,4,16,8,24,
72,,16,8,24,
73,,16,8,24,
74,,16,8,24,
75,,16,8,24,
76,,16,8,24,
77,,16,8,24,
78,,16,8,24,
79,,16,8,24,
80,,16,8,24,
81,,16,4,24,
82,,16,4,24,
83,,16,,24,
84,,16,,24,
85,,16,,24,
86,,16,,24,
87,,16,,24,
88,,16,,24,
89,,16,,24,
90,,16,,24,
91,,16,,,
92,,16,,,
93,,16,,,
94,,16,,,
95,,16,,,
96,,16,,,
97,,16,,,
98,,16,,,
99,,16,,,
100,,16,,,
101,,16,,,
102,,16,,,
103,,16,,,
104,,16,,,
105,,16,,,
106,,16,,,
107,,16,,,
108,,16,,,
109,,16,,,
110,,16,,,
111,,16,,,
112,,16,,,
113,,16,,,
114,,16,,,
115,,16,,,
116,,16,,,
117,,16,,,
118,,16,,,
119,,16,,,
120,,16,,,
121,,16,,,
122,,16,,,
123,,16,,,
124,,16,,,
125,,16,,,
126,,16,,,
127,,16,,,
128,,16,,,
129,,16,,,
130,,16,,,
131,,16,,,
132,,16,,,
133,,16,,,
134,,16,,,
135,,16,,,
136,,16,,,
137,,16,,,
138,,16,,,
