                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101371 |   98344139 |   97917735 |   97904637 |   97955163 |   97994370 |   97891000 |   97887096 |   97948490 |   97953684 |   97946142 |   97959762 |   97915588 |   97917477 |   98159188 |   98699371 |   98711432 |   98172580 |   97907684 |   97936906 |   97957718 |   97957734 |   97887743 |   97928706 |   97951315 |   97959378 |   97943506 |   97947029 |   97904670 |   97904323 |   98311004 |  100078824
  Cycles                             |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160 |   85664160
  IPC                                |       1.17 |       1.15 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.15 |       1.15 |       1.15 |       1.15 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.14 |       1.15 |       1.17
  Time (ns)                          |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600 |   23795600
  Idle time (ns)                     |        -18 |        -20 |        -14 |        -35 |        -31 |        -33 |        -38 |        -31 |        -40 |        -33 |        -34 |        -14 |        -34 |        -34 |        -35 |        -34 |        -34 |         -0 |        -20 |        -35 |        -31 |        -26 |        -20 |        -25 |        -36 |        -31 |        -33 |        -18 |        -38 |        -35 |        -38 |        -35
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    9399845 |    9244081 |    9206288 |    9205124 |    9209612 |    9213086 |    9203914 |    9203575 |    9209013 |    9209475 |    9208802 |    9210011 |    9206095 |    9206268 |    9227686 |    9275575 |    9276639 |    9228876 |    9205392 |    9207989 |    9209826 |    9209828 |    9203628 |    9207262 |    9209263 |    9209979 |    9208569 |    9208891 |    9205127 |    9205097 |    9241144 |    9397849
  num incorrect                      |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
