                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101387 |   95345894 |   94683999 |   94565817 |   94453439 |   94575387 |   94640037 |   94662072 |   94565890 |   94552767 |   94533632 |   94465876 |   94497923 |   94509465 |   94733862 |   94953198 |   94820483 |   94808661 |   94645679 |   94768506 |   94563821 |   94559753 |   94735569 |   94522644 |   94508636 |   94504272 |   94878191 |   94585664 |   94531938 |   94537367 |   95204515 |   99889019
  Cycles                             |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120 |  144573120
  IPC                                |       0.69 |       0.66 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.65 |       0.66 |       0.66 |       0.66 |       0.66 |       0.65 |       0.66 |       0.65 |       0.65 |       0.66 |       0.65 |       0.65 |       0.65 |       0.66 |       0.65 |       0.65 |       0.65 |       0.66 |       0.69
  Time (ns)                          |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200 |   40159200
  Idle time (ns)                     |          3 |         -0 |         -4 |         -7 |         -1 |        -14 |        -84 |         -1 |        -46 |         -7 |         -0 |        -22 |         -1 |        -26 |         -0 |         -5 |         -0 |         -0 |         -8 |         -7 |         -3 |         -0 |         -0 |        -10 |         -4 |       -100 |         -1 |         -0 |         -1 |         -0 |         -4 |         -6
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8078969 |    7686733 |    7621910 |    7611491 |    7603221 |    7612261 |    7617257 |    7619615 |    7611496 |    7610445 |    7608871 |    7604170 |    7606444 |    7607262 |    7626934 |    7650644 |    7636271 |    7634997 |    7617861 |    7630663 |    7611352 |    7611008 |    7627107 |    7608042 |    7607214 |    7606941 |    7642463 |    7613091 |    7608749 |    7609086 |    7672718 |    8063201
  num incorrect                      |     831416 |     797037 |     789980 |     788761 |     787684 |     788876 |     789221 |     789640 |     788761 |     788665 |     788526 |     787838 |     788255 |     788330 |     790824 |     792872 |     791630 |     791537 |     789367 |     791156 |     788731 |     788700 |     790849 |     788376 |     788326 |     788313 |     792132 |     788943 |     788510 |     788570 |     795524 |     830413
  misprediction rate                 |      9.33% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.39% |      9.34%
  mpki                               |       8.31 |       8.36 |       8.34 |       8.34 |       8.34 |       8.34 |       8.34 |       8.34 |       8.34 |       8.34 |       8.34 |       8.34 |       8.34 |       8.34 |       8.35 |       8.35 |       8.35 |       8.35 |       8.34 |       8.35 |       8.34 |       8.34 |       8.35 |       8.34 |       8.34 |       8.34 |       8.35 |       8.34 |       8.34 |       8.34 |       8.36 |       8.31
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15635856 |   14931412 |   14823386 |   14805156 |   14787822 |   14806640 |   14816719 |   14820208 |   14805166 |   14803068 |   14799980 |   14789570 |   14794295 |   14796153 |   14831719 |   14867795 |   14845996 |   14843999 |   14817753 |   14837400 |   14804851 |   14804183 |   14831997 |   14798260 |   14796018 |   14795310 |   14855534 |   14808234 |   14799715 |   14800563 |   14910463 |   15605581
    num misses                       |      18074 |      17868 |      17692 |      17680 |      17655 |      17680 |      17680 |      17692 |      17680 |      17680 |      17680 |      17655 |      17675 |      17675 |      17749 |      17819 |      17774 |      17771 |      17692 |      17757 |      17680 |      17680 |      17749 |      17677 |      17675 |      17675 |      17789 |      17680 |      17680 |      17680 |      17855 |      18074
    miss rate                        |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12%
    mpki                             |       0.18 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.18
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   60413281 |   57462433 |   57073930 |   57004444 |   56939457 |   57009867 |   57046660 |   57060511 |   57004491 |   56996986 |   56986129 |   56946818 |   56965971 |   56972580 |   57103158 |   57231628 |   57154019 |   57146899 |   57050391 |   57123435 |   57003243 |   57000972 |   57104096 |   56979923 |   56972119 |   56969668 |   57187534 |   57015684 |   56985084 |   56988318 |   57377976 |   60279436
    num misses                       |     207511 |     202054 |     201143 |     201087 |     200996 |     201094 |     201099 |     201142 |     201087 |     201081 |     201059 |     200998 |     201033 |     201046 |     201242 |     201649 |     201384 |     201365 |     201127 |     201289 |     201087 |     201086 |     201245 |     201050 |     201046 |     201046 |     201479 |     201094 |     201054 |     201068 |     201775 |     207227
