                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100001357 |   99380221 |   99413515 |   99416310 |   99382153 |   99396307 |   99413774 |   99413448 |   99422813 |   99416132 |   99412225 |   99424631 |   99394198 |   99387396 |   99431972 |   99452475 |   99447903 |   99410364 |   99415096 |   99425992 |   99377096 |   99388940 |   99427385 |   99397163 |   99435354 |   99426940 |   99413997 |   99414849 |   99411826 |   99388925 |   99398591 |  100000791
  Cycles                             |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240 |   53112240
  IPC                                |       1.88 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.87 |       1.88
  Time (ns)                          |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400 |   14753400
  Idle time (ns)                     |         48 |         50 |         -9 |         53 |         42 |         51 |         -0 |         50 |         50 |         38 |         27 |         49 |         49 |         46 |         42 |         54 |         43 |         39 |         45 |         38 |         37 |         34 |         83 |         70 |         47 |         40 |         12 |         47 |         22 |         36 |         45 |         53
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3533066 |    3508485 |    3509619 |    3509771 |    3508592 |    3509173 |    3509632 |    3509615 |    3510122 |    3509761 |    3509548 |    3510221 |    3509122 |    3508873 |    3510621 |    3511424 |    3511315 |    3509502 |    3509704 |    3510296 |    3508317 |    3508957 |    3510372 |    3509181 |    3510807 |    3510348 |    3509644 |    3509691 |    3509530 |    3508957 |    3509229 |    3533062
  num incorrect                      |      70330 |      70034 |      70044 |      70045 |      70034 |      70036 |      70045 |      70044 |      70045 |      70045 |      70043 |      70045 |      70036 |      70034 |      70045 |      70047 |      70047 |      70036 |      70045 |      70045 |      70034 |      70034 |      70045 |      70036 |      70045 |      70045 |      70045 |      70045 |      70042 |      70034 |      70036 |      70330
  misprediction rate                 |      1.95% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.96% |      1.95%
  mpki                               |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
