                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394
  Cycles                             |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840 |  645036840
  IPC                                |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Time (ns)                          |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900 |  179176900
  Idle time (ns)                     |    2275325 |     940841 |     908472 |     662154 |      87978 |     693716 |    1838131 |     875848 |   84951107 |   84942292 |   81952073 |   81928974 |   82056335 |   82055549 |   83851082 |   83792328 |  108854569 |  108789987 |  108668167 |  108594710 |  108950957 |  108950330 |  108914122 |  108469208 |  141666887 |  141665284 |  141677519 |  141677818 |  141670807 |  141670742 |  141669819 |  141670435
  Idle time (%)                      |       1.3% |       0.5% |       0.5% |       0.4% |       0.0% |       0.4% |       1.0% |       0.5% |      47.4% |      47.4% |      45.7% |      45.7% |      45.8% |      45.8% |      46.8% |      46.8% |      60.8% |      60.7% |      60.6% |      60.6% |      60.8% |      60.8% |      60.8% |      60.5% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934
  num incorrect                      |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770
  misprediction rate                 |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12%
