0	365.64
1	366.55
2	367.31
3	367.67
4	367.66
5	367.28
6	366.53
7	365.64

8	365.58
9	366.52
10	367.29
11	367.66
12	367.65
13	367.26
14	366.49
15	365.58

16	365.30
17	366.23
18	367.02
19	367.41
20	367.41
21	367.01
22	366.21
23	365.28

24	363.74
25	364.66
26	365.44
27	365.84
28	365.84
29	365.44
30	364.64
31	363.71

32	359.60
33	360.49
34	361.24
35	361.63
36	361.63
37	361.24
38	360.49
39	359.59

40	357.69
41	358.54
42	359.26
43	359.63
44	359.63
45	359.26
46	358.54
47	357.69

48	356.59
49	357.38
50	358.06
51	358.41
52	358.41
53	358.06
54	357.39
55	356.59

56	356.11
57	356.87
58	357.52
59	357.86
60	357.85
61	357.53
62	356.88
63	356.11

